RAA20091211200912105017061070000八重垣酒造青乃無特別　Ａ１Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          八重垣酒造青乃無特別八重垣酒造青八重垣0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000900000001800000009000000054000000360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,9,1,7,2,3,(4,5)                                                   206,8,9,1,7,2,3,4,5                                                     30(6,8),9,1,7,3,2,4,5                                                   408,6,9,1,7,4,2,3,5                                                     0
RAA20091202200912015017010350000サラ系３歳上　Ｃ３三　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ３三サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,11,12,3,7,(5,9),4,1,10,8,6                                          202,11,12,3,7,5,9,4,1,8,10,6                                            302,7,11,3,5,12,(1,9),4,8,10,6                                          402,3,7,5,4,1,11,9,12,8,10,6                                            0
RAA20091204200912035017031070000赤穂観光協会義士祭特別　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          赤穂観光協会義士祭特赤穂観光協会赤穂観0000E 130003000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　187000002400    0000800000001600000008000000048000000320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,6,8,10,3,5,7,9,(1,11)                                             202,4,(6,10),3,5,8,7,9,1,11                                             302,4,10,6,5,3,11,9,1,7,8                                               402,4,10,11,(5,6),3,9,1,7,8                                             0
RAA20091223200912225018040150000サラ系３歳上　Ｃ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ３二サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,10,1,11,7,8,4,6,5,2,3                                            20(9,12),10,1,(7,11),8,4,6,(2,5),3                                      30(7,10),12,11,9,4,1,(6,8),2,5,3                                        4010,7,12,11,9,4,6,1,8,5,2,3                                            0
RAA20091224200912235018051160000サラ系３歳上　Ｂ１Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｂ１Ｂサラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000550000001100000005500000033000000220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111113010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,10,5,7,1,11,4,8,3,6,2                                               209,10,5,7,1,4,(3,11),8,6,2                                             3010,7,(1,9),(4,5),3,8,11,6,2                                           40(7,10),4,1,5,3,9,8,11,6,2                                             0
RAA20091230200912295019011050000酒米の王様山田錦杯　Ａ１Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          酒米の王様山田錦杯　酒米の王様山酒米の0000E 130002000000000000000サラ系３歳上　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000900000001800000009000000054000000360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,4,5,1,7,3,6                                                     202,8,9,4,5,1,7,3,6                                                     308,2,7,3,9,4,(1,5),6                                                   407,2,8,3,4,9,1,6,5                                                     0
RAA20091209200912085017041150000サラ系３歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ１　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,11,(6,7),10,2,12,4,9,8,5,1                                          203,11,7,6,2,10,(4,12),9,8,5,1                                          303,(6,7),11,(2,4),10,8,12,5,1,9                                        403,6,7,4,11,2,12,8,10,5,9,1                                            0
RAA20091223200912225018040650000サラ系３歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,9,12,3,11,10,2,5,7,6,8                                            201,4,9,12,3,2,11,5,10,7,6,8                                            304,3,(1,11),9,12,7,10,2,6,5,8                                          4011,3,7,4,12,6,9,10,1,2,5,8                                            0
RAA20091203200912025017021160000サラ系３歳上　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｂ２　サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,12,10,1,4,8,2,11,5,3,6,9                                            207,12,10,1,4,8,2,5,11,3,9,6                                            307,12,1,4,10,(2,8),5,11,6,9,3                                          407,12,(1,4),2,(5,8),10,6,11,(3,9)                                      0
RAA20091202200912015017010450000サラ系３歳上　Ｃ３二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ３二サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,5,(4,11),7,8,6,10,3,2,1                                          209,12,5,4,7,11,6,8,10,3,2,1                                            309,12,5,4,7,11,6,2,8,3,1,10                                            409,12,5,2,4,6,(3,7),11,8,1,10                                          0
RAA20091217200912165018020760000サラ系３歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系３歳上　Ｃ２二サラ系３歳上サラ系0000  130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000250000000500000002500000015000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,11,6,2,5,10,3,9,4,8,12,1                                            207,11,6,(2,5),10,3,9,8,4,12,1                                          307,6,11,2,5,9,10,3,8,4,12,1                                            40(6,7),2,9,5,11,10,8,3,4,12,1                                          0
RAA20091210200912095017051060000サラ系３歳上　Ａ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          サラ系３歳上　Ａ２一サラ系３歳上サラ系0000E 130003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000800000001600000008000000048000000320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111112010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,3,10,(1,2),4,6,9,8,11                                             205,7,3,10,1,2,6,4,9,8,11                                               305,7,10,2,(1,3),6,9,8,11,4                                             4010,7,5,2,3,1,6,9,11,8,4                                               0
