RAA20090408200904075001031150000ダイヤモンド特別　Ａ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(FOUR-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                           ダイヤモンド特別　Ａダイヤモンドダイヤ0000E 140003000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000900000001800000009000000054000000360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,11,1,6,12,10,9,3,7,2,8,5                                            204,11,6,1,12,10,3,9,(2,7),8,5                                          304,11,9,1,6,10,12,3,7,2,8,5                                            404,11,(1,9),10,6,3,(2,12),7,8,5                                        0
RAA20090408200904075001031250000サラ系４歳上　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(FOUR-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                           サラ系４歳上　Ｂ２　サラ系４歳上サラ系0000E 140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000600000001200000006000000036000000240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,1,9,4,12,3,10,7,2,5,11                                            206,8,1,9,(4,12),3,10,7,2,5,11                                          306,8,1,9,7,(4,12),2,10,3,5,11                                          406,8,1,9,7,4,12,2,(3,10),5,11                                          0
RAA20090409200904085001040760000サラ系４歳上　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ１一サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,11,1,9,4,12,3,(5,8),7,10,2                                          206,11,9,1,(4,12),3,8,5,7,10,2                                          306,11,8,4,(1,9),7,3,5,(10,12),2                                        4011,6,8,4,7,1,9,3,5,10,12,2                                            0
RAA20090409200904085001040860000サラ系４歳上　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｂ２　サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,1,9,(8,12),2,7,3,11,6,10                                          204,5,1,9,8,2,12,3,7,6,11,10                                            305,9,7,4,8,12,1,2,3,(6,11),10                                          405,9,7,4,2,8,1,12,6,11,3,10                                            0
RAA20091105200904095001051270000菊水賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KIKUSUI SHO                                                                                                                                                                                                                                                                                                                                                             菊水賞　　　　　　　菊水賞　　　菊水賞0000D 120003000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    00035000000070000000350000002100000014000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,7,1,9,2,5,3,11,6,4,12,8                                            2010,7,1,9,2,5,3,11,6,4,12,8                                            3010,9,1,5,7,(2,11),3,6,4,8,12                                          4010,1,9,5,11,2,7,3,4,8,6,12                                            0
RAA20090415200904145002010550000サラ系４歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ１　サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,12,11,6,3,7,1,(2,9),4,10,5                                          208,12,3,6,11,7,9,1,2,(4,10),5                                          30(8,12),6,(3,10),9,5,7,11,2,4,1                                        4012,8,6,3,10,5,9,7,11,2,4,1                                            0
RAA20090415200904145002010750000サラ系４歳上　Ｂ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｂ２二サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,12,7,10,6,2,3,11,5,4,1                                            208,9,12,7,10,6,(2,3),11,5,4,1                                          308,9,12,7,10,3,(6,11),5,2,4,1                                          408,9,12,7,10,3,6,11,4,5,2,1                                            0
RAA20090416200904155002020660000サラ系４歳上　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２一サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003000000006000000030000000180000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001012,9,5,10,8,3,11,4,6,7,2,1                                            2012,9,5,10,8,3,11,6,4,7,2,1                                            3012,9,5,(8,10),6,2,3,(4,11),7,1                                        4012,9,8,2,5,10,6,3,4,7,1,11                                            0
RAA20090416200904155002020760000サラ系３歳　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳　Ｃ２　　サラ系３歳　サラ系0000  120003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,7,10,8,3,12,1,2,4,11,5,9                                            206,7,(8,10),(3,12),1,2,4,5,11,9                                        306,7,4,8,1,10,12,3,2,9,11,5                                            406,4,7,8,12,1,3,10,2,9,11,5                                            0
RAA20090422200904215002040850000サラ系４歳上　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｂ２　サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,2,5,8,1,12,6,4,11,10,9                                            203,7,2,8,5,1,12,6,4,10,11,9                                            303,7,8,10,4,5,2,1,6,(9,11),12                                          403,10,8,7,4,2,5,1,9,6,11,12                                            0
RAA20090422200904215002040950000サラ系４歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(FOUR-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                           サラ系４歳上　Ｃ２　サラ系４歳上サラ系0000E 140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000400000000800000004000000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212123020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,7,1,3,11,6,4,8,10,(5,12),9                                          202,7,1,3,11,6,4,8,10,5,12,9                                            302,3,7,1,5,(6,8),4,11,10,12,9                                          402,5,3,1,7,8,4,(6,12),(9,11),10                                        0
RAA20090423200904225002050760000サラ系３歳　Ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD)                                                                                                                                                                                                                                                                                                                                               サラ系３歳　Ａ　　　サラ系３歳　サラ系0000E 120003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0001000000002000000010000000060000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707071010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,6,5,2,7,3,4                                                         201,6,5,2,7,3,4                                                         301,6,5,2,3,4,7                                                         401,(2,6),5,3,(4,7)                                                     0
RAA20090423200904225002050960000サラ系４歳上　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ１一サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,1,12,5,10,4,(6,7),3,11                                          202,(8,9),1,12,(4,5),10,6,7,3,11                                        302,5,8,(1,10),7,6,9,4,12,3,11                                          402,5,(1,8),10,7,6,4,9,12,11,3                                          0
RAA20090423200904225002051060000サラ系４歳上　Ｂ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｂ２　サラ系４歳上サラ系0000  140003000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　123000002400    0000450000000900000004500000027000000180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,10,12,2,4,11,5,7,6,9,1,3                                            208,10,12,2,4,11,5,7,6,9,3,1                                            308,10,12,2,4,7,11,9,6,5,3,1                                            408,12,(2,10),7,4,11,(6,9),3,5,1                                        0
