RAA20110103201101025020011120000サラ系４歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(FOUR-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                           サラ系４歳上　Ｃ２　サラ系４歳上サラ系0000E 140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    00003500000007000000035000000210000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011,10,9,12,8,3,5,2,1,7,4,6                                            2011,10,9,12,8,3,2,5,1,7,4,6                                            3012,10,8,9,11,3,7,1,2,4,(5,6)                                          4012,8,10,9,7,3,11,2,1,4,6,5                                            0
RAA20110112201101115020030850000サラ系４歳上　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２一サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00003000000006000000030000000180000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012121210100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,8,11,6,5,9,7,4,12,2,3,1                                            2010,8,11,6,5,9,7,4,12,2,(1,3)                                          3010,8,11,7,9,6,5,1,4,12,3,2                                            4010,8,1,11,5,7,9,6,4,12,2,3                                            0
RAA20110112201101115020030950000サラ系４歳上　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(FOUR-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                           サラ系４歳上　Ｃ２　サラ系４歳上サラ系0000E 140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,5,11,3,9,10,2,12,4,7,6,1                                            208,5,11,3,9,10,2,4,12,7,6,1                                            308,5,11,2,(9,10),12,7,4,6,3,1                                          408,5,2,11,7,(6,10),9,4,12,1,3                                          0
RAA20110112201101115020031050000サラ系４歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ１　サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,7,5,(2,10),11,6,12,1,8,3,9                                          204,5,7,(2,10),11,12,6,1,(3,8),9                                        304,5,10,1,(6,12),7,(8,11),3,2,9                                        4010,1,(4,5),6,12,8,3,7,11,9,2                                          0
RAA20110120201101195021020760000サラ系４歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２二サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,6,9,2,11,4,1,8,5,10,12                                            203,7,6,2,9,4,1,11,8,5,10,12                                            303,7,11,2,12,8,6,4,9,1,5,10                                            403,7,11,12,2,8,4,6,1,5,9,10                                            0
RAA20110121201101205021030770000サラ系４歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ１　サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,12,3,10,(5,9),2,1,11,4,7                                          206,8,12,3,10,9,5,2,1,4,11,7                                            3010,12,9,1,5,3,8,6,2,11,7,4                                            4010,9,1,5,12,2,3,8,(6,11),7,4                                          0
RAA20110126201101255021041250000難波場外＜毎週水・木＞発売記念　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      難波場外＜毎週水・木難波場外＜毎難波場0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,3,8,6,9,(2,7),5,4,12,11                                          201,10,3,6,8,9,7,2,5,4,(11,12)                                          303,10,1,8,6,7,9,5,4,2,11,12                                            403,10,8,7,5,1,6,4,9,11,2,12                                            0
RAA20110128201101275021060870000サラ系４歳上　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ１　サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,11,12,1,10,9,4,2,7,5,6,3                                            208,11,12,1,10,9,4,2,7,(5,6),3                                          3011,12,8,1,9,10,4,6,2,7,(3,5)                                          4011,12,1,8,10,9,4,6,7,2,3,5                                            0
RAA20110105201101035020021040000新春賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　SHINSHUN SHO                                                                                                                                                                                                                                                                                                                                                            新春賞　　　　　　　新春賞　　　新春賞0000D 140001000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　187000002400    000400000000800000004000000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100909101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(3,4),7,6,8,5,2,1,9                                                   203,4,7,6,8,5,(1,2),9                                                   308,7,4,3,6,5,2,9,1                                                     407,8,6,(3,4),5,2,9,1                                                   0
RAA20110114201101135020050470000サラ系４歳上　Ｃ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ３一サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,12,5,9,7,11,2,10,3,1,4,6                                            208,12,5,9,(2,7,11),10,3,4,1,6                                          308,12,5,11,10,9,(2,4),7,3,(1,6)                                        408,12,(5,11),10,4,9,7,2,3,6,1                                          0
RAA20110119201101185021011250000難波場外＜毎週水・木＞発売記念　Ｃ１一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      難波場外＜毎週水・木難波場外＜毎難波場0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,11,(5,8),9,4,7,12,(1,2),(6,10)                                      203,11,5,8,4,9,12,2,7,10,(1,6)                                          3011,3,8,5,12,4,9,(2,10),7,(1,6)                                        4011,8,5,3,12,4,9,2,10,7,1,6                                            0
RAA20110121201101205021030370000サラ系４歳上　Ｃ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ３一サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,5,3,8,1,9,7,2,6,(10,11)                                             204,5,3,8,1,9,2,7,6,10,11                                               305,4,6,8,9,(1,3),2,7,10,11                                             406,5,(4,9),8,1,2,3,10,7,11                                             0
RAA20110121201101205021030470000サラ系４歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２二サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,3,5,2,11,4,(1,9),12,6,10,7                                          208,3,5,2,11,4,1,9,6,10,12,7                                            308,3,5,4,11,2,6,9,1,10,12,7                                            408,3,5,2,4,6,9,1,11,10,12,7                                            0
RAA20110128201101275021060270000サラ系４歳上　Ｃ３一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ３一サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,4,3,8,6,(1,10),2,7,11,12                                          205,9,4,3,8,6,10,1,2,7,11,12                                            305,9,6,10,3,8,2,(1,7),4,(11,12)                                        405,9,6,10,8,2,7,(1,3),11,12,4                                          0
RAA20110102201101015019050810000サラ系４歳上　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２一サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109,12,7,8,(4,10),5,1,6,2,11,3                                          209,12,7,8,4,5,(1,10),6,11,2,3                                          307,9,12,(5,8),10,4,1,11,6,3,2                                          407,9,12,5,8,4,1,(10,11),6,2,3                                          0
RAA20110119201101185021010750000サラ系４歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２二サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,(5,12),7,9,1,8,11,2,4,10                                          203,6,5,12,7,1,9,8,11,2,4,10                                            303,11,6,5,12,7,1,9,10,(4,8),2                                          4011,3,5,6,(7,12),1,10,4,9,2,8                                          0
RAA20110120201101195021020860000サラ系４歳上　Ｃ２一　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２一サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,8,9,6,(2,12),3,7,11,10,5,1                                          204,8,9,6,12,2,7,3,11,10,5,1                                            304,8,11,5,12,6,9,7,10,2,3,1                                            4011,8,4,12,5,6,2,10,(3,7),9,1                                          0
RAA20110127201101265021050760000サラ系４歳上　Ｃ２二　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      サラ系４歳上　Ｃ２二サラ系４歳上サラ系0000  140004000000000000000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000300000000600000003000000018000000120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,10,4,12,1,6,8,7,5,3,11,9                                            202,10,4,12,1,6,8,7,5,3,11,9                                            302,10,4,6,(1,8),12,7,5,11,3,9                                          402,4,10,6,1,7,12,8,5,11,9,3                                            0
RAA20110104201101035020020840000そのだは面白い！青芝フック杯　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　FOUR-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                      そのだは面白い！青芝そのだは面白そのだ0000  140004000000000000000サラ系４歳上　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000350000000700000003500000021000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,12,5,10,3,4,1,8,9,11,6,7                                            202,12,5,10,3,4,(1,8),9,11,6,7                                          302,12,8,4,10,5,(1,3),9,6,11,7                                          4012,2,8,4,1,(3,6,9,10),7,11,5                                          0
