順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1295,ニホンピロプリンス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,259.2,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
1296,ニホンピロカラカ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,147.4,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1297,トロットスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,104.5,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1298,トロットサンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.0人気,22.8,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
1299,ドリームスプレッド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,69.0,,,0,0.0%,0.0%,0.0%,120.40,13.38,53.82
1300,ドラマテイツクビツド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,76.9,,,0,0.0%,0.0%,0.0%,115.00,12.78,56.35
1301,トビーズコーナー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,15.0人気,391.3,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1302,トドロキヒホウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,1.0人気,2.9,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1303,トキノエイユウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,46.7,,,0,0.0%,0.0%,0.0%,119.70,13.30,54.14
1304,トーヨーヒリュウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,266.2,,,0,0.0%,0.0%,0.0%,119.90,13.32,54.05
1305,トウシヨウピツト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,36.5,,,0,0.0%,0.0%,0.0%,118.40,13.16,54.73
1306,タンデイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,45.4,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1307,ダンシングパートナ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,410.0,,,0,0.0%,0.0%,0.0%,119.10,13.23,54.41
1308,ダストコマンダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,7.0,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
1309,タケホープ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,30.7,,,0,0.0%,0.0%,0.0%,120.00,13.33,54.00
1310,ダイワテキサス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,37.4,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
1311,タイプアイバー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,3.0人気,5.3,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
1312,ダイナオリンピア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,139.9,,,0,0.0%,0.0%,0.0%,120.30,13.37,53.87
1313,ダイタクサージャン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,17.9,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
1314,ダイタクオーザ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,65.8,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1315,ダイシンプラン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,163.6,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1316,ダイシユンエイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,11.9,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1317,タイキフォーチュン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,161.4,,,0,0.0%,0.0%,0.0%,120.30,13.37,53.87
1318,タイガートウザイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,151.4,,,0,0.0%,0.0%,0.0%,120.60,13.40,53.73
1319,ダーリングデイスプレイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,39.0,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1320,ダーリンググラス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,54.1,,,0,0.0%,0.0%,0.0%,120.20,13.36,53.91
1321,ゼンマツ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,17.7,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
1322,ゼンノメイジン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,3.0人気,7.4,,,0,0.0%,0.0%,0.0%,121.20,13.47,53.47
1323,センシュウルル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,30.5,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
1324,セダン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,10.6,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
1325,セイントアレックス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,404.4,,,0,0.0%,0.0%,0.0%,123.30,13.70,52.55
1326,セイウンスカイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,4.0人気,16.3,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1327,スパートホーラー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,15.2,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
1328,ストロングリターン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,77.4,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1329,ストツクウエイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,29.8,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1330,ステートジヤガー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,102.3,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
1331,スターマン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,64.0,,,0,0.0%,0.0%,0.0%,120.80,13.42,53.64
1332,スズノミヤビオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,15.0人気,516.9,,,0,0.0%,0.0%,0.0%,119.50,13.28,54.23
1333,スズカコーズウェイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,370.1,,,0,0.0%,0.0%,0.0%,119.60,13.29,54.18
1334,スクラムダイナ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,95.1,,,0,0.0%,0.0%,0.0%,121.00,13.44,53.55
1335,スカイリーダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,337.0,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1336,スカイアンドリュウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,256.3,,,0,0.0%,0.0%,0.0%,119.90,13.32,54.05
1337,スーパールーセント,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.0人気,54.9,,,0,0.0%,0.0%,0.0%,119.90,13.32,54.05
1338,シンブラウン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,53.3,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
1339,シルポート,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,409.0,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
1340,シルヴァーエンディング,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,279.9,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
1341,シナノボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,94.9,,,0,0.0%,0.0%,0.0%,121.30,13.48,53.42
1342,シックスセンス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,85.4,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1343,シェリフズスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.0人気,37.6,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1344,シエラスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,64.8,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1345,シアトルエクスプレス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,80.0,,,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
1346,サンデーウェル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,429.0,,,0,0.0%,0.0%,0.0%,118.40,13.16,54.73
1347,サルタモンテス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,54.0,,,0,0.0%,0.0%,0.0%,120.90,13.43,53.60
1348,サニーシプレー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,80.7,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
1349,サドラーズラッド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,46.5,,,0,0.0%,0.0%,0.0%,123.40,13.71,52.51
1350,サチエノヒリユウ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,26.1,,,0,0.0%,0.0%,0.0%,123.00,13.67,52.68
1351,サクラゴールド2,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,6.0人気,11.7,,,0,0.0%,0.0%,0.0%,120.50,13.39,53.78
1352,サイレントディール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,16.0人気,385.5,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1353,ザール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,16.0人気,340.9,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
1354,サーモンリープ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,86.1,,,0,0.0%,0.0%,0.0%,120.00,13.33,54.00
1355,サーカペード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.0人気,39.4,,,0,0.0%,0.0%,0.0%,119.60,13.29,54.18
1356,コンメモラテイーボ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,21.2,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
1357,コマンダーコリンズ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,92.0,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1358,ゴールドライジン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,9.4,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1359,コーラルシー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,14.0人気,73.5,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
1360,コーネルランサー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,5.0人気,11.5,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
1361,ケントニーオー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,148.4,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
1362,グリーンマウンテン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,15.5,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
1363,クエストフォベスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,5.0人気,11.1,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
1364,キリパワー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,43.2,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1365,キヨウエイミリンダ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,26.6,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1366,キヨウエイプロミス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,40.3,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1367,キートザボルト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,241.8,,,0,0.0%,0.0%,0.0%,116.90,12.99,55.43
1368,カルラネイチャー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,336.2,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
1369,カネツフルーヴ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,306.6,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1370,カツアール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,4.0人気,9.1,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1371,オペツクホース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,609.3,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
1372,オフサイドトラップ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.0人気,241.4,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1373,オサイチテツト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.0人気,40.5,,,0,0.0%,0.0%,0.0%,123.00,13.67,52.68
1374,オーバールツク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,104.1,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
1375,オークワース,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,61.2,,,0,0.0%,0.0%,0.0%,119.60,13.29,54.18
1376,エルセニョール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.0人気,14.2,,,0,0.0%,0.0%,0.0%,120.90,13.43,53.60
1377,エビスクラウン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,1.0人気,4.0,,,0,0.0%,0.0%,0.0%,120.70,13.41,53.69
1378,エイシンヒエン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,7.0人気,12.9,,,0,0.0%,0.0%,0.0%,122.10,13.57,53.07
1379,エイシンタロー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,2.0人気,5.6,,,0,0.0%,0.0%,0.0%,125.40,13.93,51.67
1380,エイシンオーシャン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,28.1,,,0,0.0%,0.0%,0.0%,119.30,13.26,54.32
1381,エイシンウオリア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,2.0人気,4.5,,,0,0.0%,0.0%,0.0%,120.20,13.36,53.91
1382,ウインラディウス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,13.0人気,340.1,,,0,0.0%,0.0%,0.0%,119.30,13.26,54.32
1383,ウインマーベラス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,2.0人気,4.1,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
1384,インターグランプリ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,70.0,,,0,0.0%,0.0%,0.0%,116.40,12.93,55.67
1385,イナリスター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,41.2,,,0,0.0%,0.0%,0.0%,122.20,13.58,53.03
1386,イチフジイサミ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,21.4,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
1387,イーグルボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,19.1,,,0,0.0%,0.0%,0.0%,119.70,13.30,54.14
1388,アントレプレナー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,2.0人気,6.9,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1389,アンシストリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,13.0人気,130.1,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
1390,アドマイヤジュピタ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,14.0人気,382.8,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
1391,アサカホマレ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,14.0人気,453.7,,,0,0.0%,0.0%,0.0%,119.10,13.23,54.41
1392,アザーストーンウツド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.0人気,30.9,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
1393,アグネスチカラ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,14.3,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1394,アグネスゴールド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,81.4,,,0,0.0%,0.0%,0.0%,119.70,13.30,54.14
1395,アーネストリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,59.4,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1396,アークテイツクフラツシユ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,52.9,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1397,Zilzal,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,44.2,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
1398,"Zenno Rob Roy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.0人気,31.4,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1399,"You and I",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,22.6,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
1400,Whywhywhy,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,5.0人気,15.2,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1401,"War Front",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,9.0人気,28.6,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
1402,Vettori,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,2.0人気,4.6,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1403,"Value Plus",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,671.5,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
1404,Topanoora,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,179.3,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1405,Tizway,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,3.0人気,6.1,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
1406,"Temple City",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,15.0人気,91.2,,,0,0.0%,0.0%,0.0%,119.30,13.26,54.32
1407,Technology,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,271.5,,,0,0.0%,0.0%,0.0%,119.00,13.22,54.45
1408,"Tactical Cat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.0人気,99.0,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
1409,Supremo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,15.0人気,163.5,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
1410,"Summer Bird",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,7.0人気,31.7,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1411,"Strolling Along",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.0人気,25.3,,,0,0.0%,0.0%,0.0%,119.50,13.28,54.23
1412,"Street Cry",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,14.0,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
1413,"Stop the Music",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,13.0人気,35.6,,,0,0.0%,0.0%,0.0%,113.30,12.59,57.19
1414,"Statue of Liberty",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.0人気,6.6,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1415,"Star Way",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,11.0人気,62.9,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
1416,Spectrum,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,366.1,,,0,0.0%,0.0%,0.0%,141.20,15.69,45.89
1417,"Southern Image",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,132.2,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1418,Soto,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,9.0人気,32.0,,,0,0.0%,0.0%,0.0%,111.40,12.38,58.17
1419,Siphon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,105.1,,,0,0.0%,0.0%,0.0%,124.40,13.82,52.09
1420,"Silver Kite",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,13.0人気,117.1,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
1421,"Shirley Heights",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,111.8,,,0,0.0%,0.0%,0.0%,,,
1422,Shahrastani,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,3.0人気,5.8,,,0,0.0%,0.0%,0.0%,119.50,13.28,54.23
1423,Shadeed,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,3.5,,,0,0.0%,0.0%,0.0%,119.90,13.32,54.05
1424,"Seattle Dancer",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,15.0人気,241.9,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
1425,Scenic,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.0人気,30.4,,,0,0.0%,0.0%,0.0%,117.50,13.06,55.15
1426,Sanglamore,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,16.0人気,605.1,,,0,0.0%,0.0%,0.0%,123.40,13.71,52.51
1427,"Runaway Groom",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,43.6,,,0,0.0%,0.0%,0.0%,119.70,13.30,54.14
1428,"Regal Classic",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,53.5,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1429,"Pure Prize",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,39.4,,,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
1430,"Proper Reality",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,13.0人気,49.5,,,0,0.0%,0.0%,0.0%,,,
1431,"Private Terms",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,10.0人気,61.3,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
1432,"Private Account",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,16.2,,,0,0.0%,0.0%,0.0%,119.30,13.26,54.32
1433,Prego,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,3.0人気,6.8,,,0,0.0%,0.0%,0.0%,120.40,13.38,53.82
1434,"Precise End",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,6.0人気,17.9,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
1435,"Pleasantly Perfect",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,112.9,,,0,0.0%,0.0%,0.0%,113.40,12.60,57.14
1436,Pivotal,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,3.0人気,7.4,,,0,0.0%,0.0%,0.0%,117.00,13.00,55.38
1437,Pentire,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,11.0人気,176.0,,,0,0.0%,0.0%,0.0%,119.90,13.32,54.05
1438,"Peintre Celebre",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,2.0人気,4.9,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
1439,Olympio,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,13.0人気,85.3,,,0,0.0%,0.0%,0.0%,114.00,12.67,56.84
1440,Officer,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,6.0人気,24.4,,,0,0.0%,0.0%,0.0%,118.90,13.21,54.50
