順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1302,Reset,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.7着,13.0人気,170.9,,,0,0.0%,0.0%,0.0%,113.63,12.63,57.03
1303,Posse,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,8.7人気,41.2,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1304,Pitcairn,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,11.7人気,88.4,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
1305,"Pieces of Eight",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,53.0,,,0,0.0%,0.0%,0.0%,117.33,13.04,55.23
1306,"Phone Trick",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.7人気,160.3,,,0,0.0%,0.0%,0.0%,118.77,13.20,54.56
1307,"Persian Bold",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,6.3人気,83.9,,,0,0.0%,0.0%,0.0%,118.07,13.12,54.88
1308,"In Fijar",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,8.3人気,35.8,,,0,0.0%,0.0%,0.0%,120.77,13.42,53.66
1309,"High Chaparral",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,7.7人気,60.2,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
1310,Hansel,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.7着,6.0人気,28.9,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
1311,"Flag Officer",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.7人気,159.9,,,0,0.0%,0.0%,0.0%,115.93,12.88,55.89
1312,"Fabulous Dancer",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.7着,11.7人気,176.3,,,0,0.0%,0.0%,0.0%,117.93,13.10,54.95
1313,Elocutionist,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.3人気,112.4,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1314,Dynaformer,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,7.0人気,43.2,,,0,0.0%,0.0%,0.0%,118.27,13.14,54.79
1315,"Crystal Palace",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,73.7,,,0,0.0%,0.0%,0.0%,115.87,12.87,55.93
1316,"Chester House",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.3人気,15.2,,,0,0.0%,0.0%,0.0%,116.10,12.90,55.81
1317,"Camden Town",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,9.0人気,34.6,,,0,0.0%,0.0%,0.0%,115.97,12.89,55.88
1318,"Bold Ruckus",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.3着,10.3人気,81.7,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
1319,"Ack Ack",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,9.0人気,188.2,,,0,0.0%,0.0%,0.0%,119.13,13.24,54.39
1320,ワードパン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.5人気,57.8,,,0,0.0%,0.0%,0.0%,119.55,13.28,54.20
1321,ロイヤルドリマー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,11.5人気,48.4,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
1322,ルセリ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,9.5人気,80.0,,,0,0.0%,0.0%,0.0%,118.25,13.14,54.80
1323,ルイヴイルサミツト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.5人気,43.7,,,0,0.0%,0.0%,0.0%,117.15,13.02,55.31
1324,リンバアダンサー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,127.8,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
1325,リフアーズゴースト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.5人気,104.6,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
1326,ヤサカ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.5人気,49.7,,,0,0.0%,0.0%,0.0%,119.65,13.29,54.16
1327,メジロムサシ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.5人気,162.7,,,0,0.0%,0.0%,0.0%,118.15,13.13,54.85
1328,メジロエスパーダ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,10.0人気,42.2,,,0,0.0%,0.0%,0.0%,116.85,12.98,55.46
1329,メイワイラン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,7.0人気,16.7,,,0,0.0%,0.0%,0.0%,117.90,13.10,54.96
1330,メイショウドトウ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,112.7,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
1331,ミホノブルボン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.5人気,93.5,,,0,0.0%,0.0%,0.0%,116.95,12.99,55.41
1332,マツセントルーラー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.0人気,26.3,,,0,0.0%,0.0%,0.0%,118.85,13.21,54.52
1333,マイハート,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,8.0人気,124.5,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1334,ペルセポリス2,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,141.9,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
1335,フレッシュボイス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,12.5人気,202.6,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1336,フアストバンブー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,9.5人気,27.6,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1337,ヒシアリダー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,13.0人気,115.4,,,0,0.0%,0.0%,0.0%,118.45,13.16,54.71
1338,パンザー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.5人気,112.1,,,0,0.0%,0.0%,0.0%,120.55,13.39,53.75
1339,バゴ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,111.3,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1340,ハクホオシヨウ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,8.5人気,41.8,,,0,0.0%,0.0%,0.0%,120.70,13.41,53.69
1341,ハクズイコウ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,13.5人気,107.6,,,0,0.0%,0.0%,0.0%,119.35,13.26,54.29
1342,ニホンピロニール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,163.0,,,0,0.0%,0.0%,0.0%,117.15,13.02,55.31
1343,ニシノスキー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.5人気,95.1,,,0,0.0%,0.0%,0.0%,117.75,13.08,55.03
1344,トモスベビー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.0人気,82.9,,,0,0.0%,0.0%,0.0%,120.80,13.42,53.64
1345,トキワミドル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,11.5人気,97.9,,,0,0.0%,0.0%,0.0%,117.95,13.11,54.94
1346,トウシヨウゴツド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,75.2,,,0,0.0%,0.0%,0.0%,117.95,13.11,54.94
1347,テンザンテースト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.5人気,58.1,,,0,0.0%,0.0%,0.0%,117.65,13.07,55.08
1348,デザートキング,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.5人気,147.6,,,0,0.0%,0.0%,0.0%,120.00,13.33,54.00
1349,ダンスール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,8.5人気,27.5,,,0,0.0%,0.0%,0.0%,117.55,13.06,55.13
1350,タリヤートス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,8.5人気,15.3,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
1351,タップダンスシチー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,11.0人気,209.6,,,0,0.0%,0.0%,0.0%,117.45,13.05,55.17
1352,ゼロフアイター,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,7.5人気,30.6,,,0,0.0%,0.0%,0.0%,116.95,12.99,55.41
1353,ゼネラリスト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.5人気,96.1,,,0,0.0%,0.0%,0.0%,116.75,12.97,55.50
1354,スインホウシユウ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,11.5人気,53.5,,,0,0.0%,0.0%,0.0%,121.20,13.47,53.47
1355,シルクテンザンオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,14.0人気,226.1,,,0,0.0%,0.0%,0.0%,119.25,13.25,54.34
1356,サクラチトセオー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.5人気,267.6,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
1357,コトノアサブキ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,14.0人気,183.8,,,0,0.0%,0.0%,0.0%,116.55,12.95,55.60
1358,ガルカドール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.5人気,102.0,,,0,0.0%,0.0%,0.0%,118.20,13.13,54.82
1359,カバリスト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,11.5人気,127.1,,,0,0.0%,0.0%,0.0%,119.35,13.26,54.29
1360,ガバドール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,64.2,,,0,0.0%,0.0%,0.0%,119.95,13.33,54.02
1361,カツトツプエース,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,15.0,,,0,0.0%,0.0%,0.0%,116.15,12.91,55.79
1362,ガダボート,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.5人気,239.2,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
1363,カーホワイト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,123.2,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1364,オンワードガイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.5人気,53.7,,,0,0.0%,0.0%,0.0%,118.75,13.19,54.57
1365,オランテ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.5人気,19.3,,,0,0.0%,0.0%,0.0%,116.30,12.92,55.72
1366,オートキツ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.5人気,21.1,,,0,0.0%,0.0%,0.0%,114.45,12.72,56.62
1367,オースミタイクーン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,14.0人気,284.0,,,0,0.0%,0.0%,0.0%,117.05,13.01,55.36
1368,インナティフ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.5人気,97.6,,,0,0.0%,0.0%,0.0%,118.35,13.15,54.75
1369,イブキマイカグラ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.5人気,54.7,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
1370,イーグルカフェ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,10.5人気,85.6,,,0,0.0%,0.0%,0.0%,119.70,13.30,54.14
1371,アンバロイド,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.0人気,13.0,,,0,0.0%,0.0%,0.0%,117.35,13.04,55.22
1372,アンバーラマ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.0人気,36.2,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
1373,アルカング,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,5.5人気,15.0,,,0,0.0%,0.0%,0.0%,118.65,13.18,54.61
1374,アグネスプレス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,15.5着,15.5人気,589.8,,,0,0.0%,0.0%,0.0%,119.35,13.26,54.29
1375,アグネスフライト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.5人気,311.0,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1376,アイリツシユボール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,8.5人気,32.6,,,0,0.0%,0.0%,0.0%,117.05,13.01,55.36
1377,アイオニアン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.0人気,73.9,,,0,0.0%,0.0%,0.0%,118.15,13.13,54.85
1378,アアセイコー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,12.4,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
1379,Zabeel,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.5人気,155.5,,,0,0.0%,0.0%,0.0%,113.00,12.56,57.35
1380,Wolfhound,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.0人気,69.6,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1381,"What Luck",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.0人気,31.7,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1382,"Western Symphony",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.5人気,108.0,,,0,0.0%,0.0%,0.0%,117.15,13.02,55.31
1383,Wassl,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,3.5人気,6.9,,,0,0.0%,0.0%,0.0%,116.55,12.95,55.60
1384,Vibrant,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,8.5人気,29.2,,,0,0.0%,0.0%,0.0%,119.40,13.27,54.27
1385,Venture,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,11.5人気,191.2,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1386,Unfuwain,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.5着,9.0人気,148.0,,,0,0.0%,0.0%,0.0%,119.05,13.23,54.43
1387,Tejano,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.0人気,65.7,,,0,0.0%,0.0%,0.0%,116.15,12.91,55.79
1388,"Star Way",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,12.5人気,149.3,,,0,0.0%,0.0%,0.0%,121.15,13.46,53.49
1389,"Sri Pekan",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,14.0人気,253.2,,,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
1390,"Sevres Rose",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.0人気,9.1,,,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
1391,Sanhedrin,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.0人気,173.5,,,0,0.0%,0.0%,0.0%,118.35,13.15,54.75
1392,Roanoke,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.5着,12.0人気,106.4,,,0,0.0%,0.0%,0.0%,112.85,12.54,57.42
1393,"Pyjama Hunt",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,7.0人気,37.7,,,0,0.0%,0.0%,0.0%,119.30,13.26,54.32
1394,"Pure Prize",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.5人気,134.0,,,0,0.0%,0.0%,0.0%,116.40,12.93,55.67
1395,"Private Terms",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,12.0人気,230.1,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1396,Prego,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,10.5人気,131.1,,,0,0.0%,0.0%,0.0%,117.35,13.04,55.22
1397,"Peaks and Valleys",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.5人気,104.8,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
1398,"Our Native",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,14.0人気,128.9,,,0,0.0%,0.0%,0.0%,117.60,13.07,55.10
1399,O'Reilly,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.0人気,28.1,,,0,0.0%,0.0%,0.0%,112.65,12.52,57.52
1400,"One Cool Cat",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,14.5人気,207.1,,,0,0.0%,0.0%,0.0%,116.15,12.91,55.79
1401,"Northern Baby",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,8.5人気,20.9,,,0,0.0%,0.0%,0.0%,118.25,13.14,54.80
1402,"New Chapter",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,55.1,,,0,0.0%,0.0%,0.0%,120.55,13.39,53.75
1403,"More Than Ready",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,12.0人気,84.3,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
1404,Montjeu,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.5人気,69.2,,,0,0.0%,0.0%,0.0%,115.15,12.79,56.27
1405,"Mizzen Mast",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,10.0人気,49.4,,,0,0.0%,0.0%,0.0%,115.85,12.87,55.93
1406,"Master Derby",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.5着,12.0人気,118.0,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
1407,"Marshua's Dancer",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.0人気,51.1,,,0,0.0%,0.0%,0.0%,116.45,12.94,55.65
1408,Marju,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.0人気,116.1,,,0,0.0%,0.0%,0.0%,120.15,13.35,53.93
1409,"London Bells",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,3.0人気,6.8,,,0,0.0%,0.0%,0.0%,119.35,13.26,54.29
1410,Lashkari,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.5人気,16.0,,,0,0.0%,0.0%,0.0%,119.55,13.28,54.20
1411,Lammtarra,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.5人気,65.9,,,0,0.0%,0.0%,0.0%,116.95,12.99,55.41
1412,"Indygo Shiner",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.5人気,33.7,,,0,0.0%,0.0%,0.0%,112.70,12.52,57.50
1413,"High Yield",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.5人気,164.7,,,0,0.0%,0.0%,0.0%,117.05,13.01,55.36
1414,"Hello Gorgeous",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,7.5人気,67.0,,,0,0.0%,0.0%,0.0%,119.35,13.26,54.29
1415,Ghazi,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,12.5人気,188.9,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
1416,"Flying Spur",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,72.5,,,0,0.0%,0.0%,0.0%,116.45,12.94,55.65
1417,"Flying Paster",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.5人気,37.8,,,0,0.0%,0.0%,0.0%,122.60,13.62,52.85
1418,"Fly Till Dawn",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,11.7,,,0,0.0%,0.0%,0.0%,116.75,12.97,55.50
1419,"Fly So Free",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,7.5人気,36.7,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
1420,"Fit to Fight",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,8.5人気,67.3,,,0,0.0%,0.0%,0.0%,118.70,13.19,54.59
1421,"Final Straw",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,7.0人気,33.7,,,0,0.0%,0.0%,0.0%,118.85,13.21,54.52
1422,"Fast Gold",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.5人気,95.0,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
1423,"Exchange Rate",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.0着,5.0人気,13.3,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1424,Eltish,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.0人気,32.7,,,0,0.0%,0.0%,0.0%,116.05,12.89,55.84
1425,"Distant View",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.5人気,174.1,,,0,0.0%,0.0%,0.0%,118.45,13.16,54.71
1426,"Darn That Alarm",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.5人気,183.0,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1427,Danzero,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.0人気,51.8,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1428,Cyane,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,5.5人気,23.0,,,0,0.0%,0.0%,0.0%,118.35,13.15,54.75
1429,Crepello,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,27.6,,,0,0.0%,0.0%,0.0%,115.35,12.82,56.18
1430,"Cornish Prince",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,65.2,,,0,0.0%,0.0%,0.0%,118.50,13.17,54.68
1431,Congrats,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,374.5,,,0,0.0%,0.0%,0.0%,117.70,13.08,55.06
1432,"Common Grounds",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,7.5人気,67.8,,,0,0.0%,0.0%,0.0%,117.45,13.05,55.17
1433,"Boston Harbor",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.5人気,41.9,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
1434,"Bold Forbes",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.5着,8.0人気,49.4,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
1435,Blakeney,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,95.3,,,0,0.0%,0.0%,0.0%,121.90,13.54,53.16
1436,"Big Spruce",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,148.2,,,0,0.0%,0.0%,0.0%,116.85,12.98,55.46
1437,"Benny the Dip",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,13.5着,8.5人気,74.3,,,0,0.0%,0.0%,0.0%,116.95,12.99,55.41
1438,Bellypha,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,12.0着,11.5人気,136.4,,,0,0.0%,0.0%,0.0%,118.05,13.12,54.89
1439,Bellotto,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,35.4,,,0,0.0%,0.0%,0.0%,120.10,13.34,53.96
1440,Barkerville,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,14.0着,14.0人気,346.7,,,0,0.0%,0.0%,0.0%,118.30,13.14,54.78
1441,Baldski,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.0着,2.5人気,6.9,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
1442,ロングハヤブサ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,14.0人気,266.2,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
1443,ローゼンカバリー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,11.0人気,95.1,,,0,0.0%,0.0%,0.0%,121.40,13.49,53.38
1444,ロイヤルレコード,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,40.8,,,0,0.0%,0.0%,0.0%,120.10,13.34,53.96
1445,ルボデユール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,12.0人気,194.1,,,0,0.0%,0.0%,0.0%,118.60,13.18,54.64
1446,リボツコ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,12.0人気,91.1,,,0,0.0%,0.0%,0.0%,118.00,13.11,54.92
1447,リツチボーイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,151.0,,,0,0.0%,0.0%,0.0%,120.00,13.33,54.00
