順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1014,"Ile de Bourbon",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,8.0人気,70.4,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1015,Icecapade,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,7.0人気,27.4,,,0,0.0%,0.0%,0.0%,117.10,13.01,55.34
1016,Hussonet,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,56.6,,,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
1017,Huguenot,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,6.0人気,21.6,,,0,0.0%,0.0%,0.0%,112.90,12.54,57.40
1018,Horage,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,7.0人気,32.0,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
1019,"High Top",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,3.0人気,5.7,,,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
1020,Herbager,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,54.9,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1021,"Hard Work",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,41.2,,,0,0.0%,0.0%,0.0%,115.40,12.82,56.15
1022,Hagley,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,15.0人気,59.6,,,0,0.0%,0.0%,0.0%,112.30,12.48,57.70
1023,Grosvenor,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,20.8,,,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
1024,"Gold Alert",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,59.9,,,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
1025,Glitterman,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,44.7,,,0,0.0%,0.0%,0.0%,117.80,13.09,55.01
1026,"General Assembly",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.0人気,36.9,,,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
1027,"French Deputy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,16.0人気,225.3,,,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
1028,Forli,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,12.0着,12.0人気,85.4,,,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
1029,"Flying Spur",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,103.4,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1030,"Farma Way",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,43.8,,,0,0.0%,0.0%,0.0%,116.50,12.94,55.62
1031,"Far North",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,11.0人気,43.1,,,0,0.0%,0.0%,0.0%,116.60,12.96,55.57
1032,"Fabulous Dancer",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,16.0人気,471.4,,,0,0.0%,0.0%,0.0%,113.30,12.59,57.19
1033,Exuberant,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,8.0人気,11.7,,,0,0.0%,0.0%,0.0%,115.50,12.83,56.10
1034,Explodent,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,7.0人気,40.0,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
1035,"Editor's Note",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,14.0着,13.0人気,125.4,,,0,0.0%,0.0%,0.0%,115.30,12.81,56.20
1036,"Dubai Destination",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,10.7,,,0,0.0%,0.0%,0.0%,109.80,12.20,59.02
1037,"Distinctive Pro",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,13.0着,2.0人気,6.2,,,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
1038,"Distant View",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,5.0人気,13.4,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
1039,Diablo,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,13.0人気,89.9,,,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
1040,Dehere,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,4.0人気,5.4,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
1041,Decathlon,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,15.0着,2.0人気,7.0,,,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
1042,"Danzig Connection",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,10.0人気,51.4,,,0,0.0%,0.0%,0.0%,120.00,13.33,54.00
1043,"Dancing Spree",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,4.0人気,12.0,,,0,0.0%,0.0%,0.0%,111.30,12.37,58.22
1044,Cutlass,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,262.9,,,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
1045,Congrats,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.0人気,118.9,,,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
1046,"Clever Trick",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,14.0人気,55.4,,,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
1047,"Cape Cross",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,13.4,,,0,0.0%,0.0%,0.0%,113.20,12.58,57.24
1048,"Caller I. D.",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,11.0人気,18.0,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
1049,"Cadeaux Genereux",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,16.0着,10.0人気,57.3,,,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
1050,Cacoethes,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.0人気,88.1,,,0,0.0%,0.0%,0.0%,119.20,13.24,54.36
1051,Boundary,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.0人気,12.8,,,0,0.0%,0.0%,0.0%,116.80,12.98,55.48
1052,"Bold Executive",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.0人気,13.4,,,0,0.0%,0.0%,0.0%,116.20,12.91,55.77
1053,"Bold Bidder",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,7.4,,,0,0.0%,0.0%,0.0%,112.70,12.52,57.50
1054,"Better Boy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.0人気,26.6,,,0,0.0%,0.0%,0.0%,115.20,12.80,56.25
1055,Bertrando,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,9.0着,14.0人気,61.8,,,0,0.0%,0.0%,0.0%,112.00,12.44,57.86
1056,Bering,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,12.9,,,0,0.0%,0.0%,0.0%,118.10,13.12,54.87
1057,Bellotto,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.0人気,25.4,,,0,0.0%,0.0%,0.0%,115.30,12.81,56.20
1058,"Bellamy Road",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.0人気,20.7,,,0,0.0%,0.0%,0.0%,114.70,12.74,56.50
1059,"Bel Bolide",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,32.3,,,0,0.0%,0.0%,0.0%,113.20,12.58,57.24
1060,Baldski,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,9.0人気,23.5,,,0,0.0%,0.0%,0.0%,114.20,12.69,56.74
1061,Authorized,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.0人気,50.1,,,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
1062,"Arts and Letters",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,26.2,,,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
1063,Arch,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,6.0着,5.0人気,8.2,,,0,0.0%,0.0%,0.0%,111.20,12.36,58.27
1064,Almutawakel,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,2.0人気,3.3,,,0,0.0%,0.0%,0.0%,112.20,12.47,57.75
1065,"Afternoon Deelites",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,8.0着,4.0人気,10.9,,,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
1066,Acatenango,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,11.0着,10.0人気,97.7,,,0,0.0%,0.0%,0.0%,117.40,13.04,55.20
1067,カリム,  0-  0-  0-  0/  0,,,,,,,,,,,,,,,,,,
1068,Cyane,  0-  0-  0-  0/  0,,,,,,,,,,,,,,,,,,
