順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
144,ダイコーター,  1-  0-  2-  4/  7,14.3%,14.3%,42.9%,220,108,110.6,5.7着,7.1人気,51.1,1540,253,0,0.0%,0.0%,28.6%,115.01,12.78,56.34
145,カウアイキング,  1-  0-  2-  2/  5,20.0%,20.0%,60.0%,28,114,92.8,3.4着,4.0人気,16.0,140,190,0,0.0%,0.0%,40.0%,113.78,12.64,56.95
146,セントクレスピン,  1-  0-  2-  8/ 11,9.1%,9.1%,27.3%,118,128,130.9,7.0着,7.5人気,47.4,1300,470,0,0.0%,0.0%,18.2%,115.15,12.79,56.27
147,ナスアロー,  1-  0-  2-  1/  4,25.0%,25.0%,75.0%,97,145,178.2,3.5着,4.3人気,42.6,390,193,0,0.0%,0.0%,50.0%,113.73,12.64,56.98
148,"Vaguely Noble",  1-  0-  2-  1/  4,25.0%,25.0%,75.0%,97,72,110.8,4.0着,3.8人気,16.1,390,145,0,0.0%,0.0%,50.0%,113.85,12.65,56.92
149,"Northern Dancer",  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,26,33,84.7,6.2着,6.3人気,52.7,240,150,0,0.0%,0.0%,11.1%,114.41,12.71,56.64
150,センジユ,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,42,92,160.8,3.8着,6.8人気,38.2,210,230,0,0.0%,0.0%,20.0%,118.50,13.17,54.68
151,ヴアイスリーガル,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,88,60,252.2,7.3着,8.4人気,71.2,710,240,0,0.0%,0.0%,12.5%,116.75,12.97,55.50
152,インデイアナ,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,103,55,139.2,5.5着,5.3人気,23.4,620,165,0,0.0%,0.0%,16.7%,114.13,12.68,56.78
153,"Devil's Bag",  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,733,308,590.4,6.5着,10.5人気,120.0,4400,925,0,0.0%,0.0%,16.7%,114.97,12.77,56.36
154,サツカーボーイ,  1-  0-  1-  5/  7,14.3%,14.3%,28.6%,421,104,282.2,7.6着,7.7人気,35.6,2950,365,0,0.0%,0.0%,14.3%,116.11,12.90,55.81
155,フイルモン,  1-  0-  1-  4/  6,16.7%,16.7%,33.3%,63,53,123.2,6.5着,4.3人気,13.6,380,160,0,0.0%,0.0%,16.7%,116.02,12.89,55.85
156,サンシー,  1-  0-  1-  9/ 11,9.1%,9.1%,18.2%,1695,448,136.1,8.6着,9.4人気,94.9,18650,2465,0,0.0%,0.0%,9.1%,117.20,13.02,55.29
157,フオルテイノ,  1-  0-  1-  7/  9,11.1%,11.1%,22.2%,18,56,75.2,8.0着,6.9人気,28.5,170,255,0,0.0%,0.0%,11.1%,115.86,12.87,55.93
158,グラスワンダー,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,58,85,129.4,8.6着,7.1人気,34.2,470,340,0,0.0%,0.0%,12.5%,114.13,12.68,56.78
159,クロケツト,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,43,126,107.5,3.0着,4.7人気,11.4,130,190,0,0.0%,0.0%,33.3%,113.77,12.64,56.96
160,Dike,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,316,160,149.8,3.0着,2.3人気,5.7,950,240,0,0.0%,0.0%,33.3%,113.30,12.59,57.19
161,ジェニュイン,  1-  0-  1-  6/  8,12.5%,12.5%,25.0%,36,82,194.3,7.9着,9.6人気,65.9,290,330,0,0.0%,0.0%,12.5%,115.69,12.85,56.01
162,ワイルドラッシュ,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,44,166,147.4,6.6着,6.2人気,62.3,220,415,0,0.0%,0.0%,20.0%,114.12,12.68,56.78
163,ロンバード,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,128,56,188.4,5.8着,7.2人気,68.4,640,140,0,0.0%,0.0%,20.0%,113.86,12.65,56.91
164,スルーザドラゴン,  1-  0-  1-  3/  5,20.0%,20.0%,40.0%,74,68,159.2,5.4着,5.4人気,24.9,370,170,0,0.0%,0.0%,20.0%,115.02,12.78,56.34
165,マイスワロー,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,80,30,155.5,6.3着,5.3人気,12.8,320,120,0,0.0%,0.0%,25.0%,114.53,12.73,56.58
166,Riverman,  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,352,107,146.3,6.5着,4.8人気,59.6,1410,215,0,0.0%,0.0%,25.0%,116.55,12.95,55.60
167,"Green Desert",  1-  0-  1-  2/  4,25.0%,25.0%,50.0%,75,75,141.3,5.8着,4.8人気,39.7,300,150,0,0.0%,0.0%,25.0%,112.73,12.53,57.49
168,プリンスオブバーズ,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,1053,166,245.7,4.0着,6.7人気,78.2,3160,250,0,0.0%,0.0%,33.3%,115.00,12.78,56.35
169,パークリージエント,  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,80,96,128.5,6.3着,5.7人気,75.5,240,145,0,0.0%,0.0%,33.3%,116.33,12.93,55.70
170,"Green Dancer",  1-  0-  1-  1/  3,33.3%,33.3%,66.7%,40,90,97.9,5.3着,4.0人気,12.4,120,135,0,0.0%,0.0%,33.3%,113.67,12.63,57.01
171,ラインゴールド,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,150,330,259.8,2.0着,3.5人気,11.2,300,330,0,0.0%,0.0%,50.0%,112.90,12.54,57.40
172,バウンテイアス,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,345,195,320.9,2.0着,3.5人気,6.5,690,195,0,0.0%,0.0%,50.0%,113.05,12.56,57.32
173,クレバーフエラ,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,815,355,1053.7,2.0着,7.0人気,23.1,1630,355,0,0.0%,0.0%,50.0%,114.20,12.69,56.74
174,Takawalk,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,940,320,204.9,2.0着,6.0人気,10.6,1880,320,0,0.0%,0.0%,50.0%,113.30,12.59,57.19
175,Mining,  1-  0-  1-  0/  2,50.0%,50.0%,100.0%,305,330,469.6,2.0着,5.5人気,13.3,610,330,0,0.0%,0.0%,50.0%,114.15,12.68,56.77
176,シャーディー,  1-  0-  0- 10/ 11,9.1%,9.1%,9.1%,15,10,74.9,8.0着,9.3人気,141.8,170,110,0,0.0%,0.0%,0.0%,114.67,12.74,56.51
177,スイフトスワロー,  1-  0-  0-  7/  8,12.5%,12.5%,12.5%,62,21,192.9,6.9着,7.6人気,68.4,500,170,0,0.0%,0.0%,0.0%,115.81,12.87,55.95
178,ルイスデール,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,158,48,148.7,5.8着,7.0人気,27.9,790,240,0,0.0%,0.0%,0.0%,114.96,12.77,56.37
179,"Polish Precedent",  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,66,28,161.7,7.4着,7.2人気,112.3,330,140,0,0.0%,0.0%,0.0%,114.66,12.74,56.51
180,ワツスルタツチ,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,297,77,804.3,4.3着,9.8人気,65.1,1190,310,0,0.0%,0.0%,0.0%,113.43,12.60,57.13
181,シヤンペンチヤーリー,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,100,35,237.6,4.8着,6.0人気,16.9,400,140,0,0.0%,0.0%,0.0%,114.78,12.75,56.46
182,モーニングフローリツク,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,27,17,127.8,6.1着,7.1人気,55.6,190,120,0,0.0%,0.0%,0.0%,116.00,12.89,55.86
183,ジャングルポケット,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,25,20,106.8,7.7着,6.3人気,37.8,180,140,0,0.0%,0.0%,0.0%,114.64,12.74,56.52
184,スキャターザゴールド,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,685,87,1521.5,6.3着,12.0人気,164.2,2740,350,0,0.0%,0.0%,0.0%,113.65,12.63,57.02
185,ノーレアセ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,123,43,225.3,4.7着,4.3人気,10.4,370,130,0,0.0%,0.0%,0.0%,116.13,12.90,55.80
186,Khaled,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,236,70,217.0,6.0着,4.3人気,9.5,710,210,0,0.0%,0.0%,0.0%,113.17,12.57,57.26
187,Dynaformer,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,310,83,396.6,6.0着,6.0人気,22.8,930,250,0,0.0%,0.0%,0.0%,113.63,12.63,57.03
188,"Kris S.",  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,570,84,246.9,7.1着,8.3人気,31.8,5130,760,0,0.0%,0.0%,0.0%,114.84,12.76,56.42
189,スキャン,  1-  0-  0- 10/ 11,9.1%,9.1%,9.1%,82,24,284.9,9.3着,9.3人気,104.2,910,270,0,0.0%,0.0%,0.0%,115.70,12.86,56.01
190,ナリタブライアン,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,82,62,434.1,9.0着,11.9人気,133.0,580,440,0,0.0%,0.0%,0.0%,114.16,12.68,56.76
191,セルテイツクアツシユ,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,101,30,217.0,7.1着,6.9人気,33.7,710,210,0,0.0%,0.0%,0.0%,115.07,12.79,56.31
192,ヴアリイフオージユ,  1-  0-  0-  6/  7,14.3%,14.3%,14.3%,18,14,93.2,6.7着,5.9人気,39.3,130,100,0,0.0%,0.0%,0.0%,116.67,12.96,55.54
193,トランスアランテイツク,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,383,60,406.6,6.8着,7.2人気,33.5,2300,360,0,0.0%,0.0%,0.0%,115.06,12.78,56.32
194,メジロサンマン,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,28,22,104.3,8.0着,6.4人気,17.1,140,110,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
195,オーバン,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,846,138,347.9,7.0着,7.4人気,25.7,4230,690,0,0.0%,0.0%,0.0%,115.64,12.85,56.04
196,"Salt Lake",  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,28,20,94.1,7.0着,5.4人気,26.5,140,100,0,0.0%,0.0%,0.0%,115.16,12.80,56.27
197,"Chief's Crown",  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,54,20,139.4,9.0着,6.6人気,30.6,270,100,0,0.0%,0.0%,0.0%,115.22,12.80,56.24
198,アグネスデジタル,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,482,102,1247.0,7.3着,11.3人気,113.3,1930,410,0,0.0%,0.0%,0.0%,116.65,12.96,55.55
199,"Thunder Gulch",  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,47,27,138.3,6.3着,6.0人気,49.5,190,110,0,0.0%,0.0%,0.0%,113.85,12.65,56.92
200,"Black Tie Affair",  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,62,32,126.3,7.0着,5.5人気,29.9,250,130,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
201,トレボロ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,76,40,161.1,4.7着,4.3人気,10.8,230,120,0,0.0%,0.0%,0.0%,115.80,12.87,55.96
202,スカイマスター,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,90,43,232.6,5.0着,6.3人気,28.4,270,130,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
203,キングオブダービー,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,83,60,168.9,4.0着,5.7人気,52.0,250,180,0,0.0%,0.0%,0.0%,114.97,12.77,56.36
204,キャプテンスティーヴ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,136,60,223.5,7.0着,7.0人気,95.8,410,180,0,0.0%,0.0%,0.0%,117.30,13.03,55.24
205,イーグル,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,280,93,478.8,5.7着,6.7人気,17.9,840,280,0,0.0%,0.0%,0.0%,112.60,12.51,57.55
206,Concern,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,455,100,164.0,3.0着,2.0人気,5.6,910,200,0,0.0%,0.0%,0.0%,116.15,12.91,55.79
207,ハードリドン,  1-  0-  0- 11/ 12,8.3%,8.3%,8.3%,10,8,81.0,8.8着,8.4人気,38.8,130,100,0,0.0%,0.0%,0.0%,115.58,12.84,56.07
208,Singspiel,  1-  0-  0-  8/  9,11.1%,11.1%,11.1%,578,192,168.2,9.7着,8.2人気,57.0,5210,1730,0,0.0%,0.0%,0.0%,115.11,12.79,56.29
209,メジロライアン,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,415,125,383.8,9.0着,10.2人気,177.1,2490,750,0,0.0%,0.0%,0.0%,115.62,12.85,56.05
210,パーシア,  1-  0-  0-  5/  6,16.7%,16.7%,16.7%,130,36,288.9,8.0着,9.2人気,31.9,780,220,0,0.0%,0.0%,0.0%,114.68,12.74,56.50
211,タガミホマレ,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,34,24,124.8,8.2着,6.4人気,41.3,170,120,0,0.0%,0.0%,0.0%,119.82,13.31,54.08
212,シービークロス,  1-  0-  0-  4/  5,20.0%,20.0%,20.0%,78,34,325.8,10.2着,9.4人気,93.8,390,170,0,0.0%,0.0%,0.0%,117.92,13.10,54.95
213,トラフイツク,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,95,35,121.6,7.5着,5.5人気,43.7,380,140,0,0.0%,0.0%,0.0%,115.68,12.85,56.02
214,ガーサント,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,47,32,120.2,6.8着,5.8人気,15.0,190,130,0,0.0%,0.0%,0.0%,113.90,12.66,56.89
215,Unbridled,  1-  0-  0-  3/  4,25.0%,25.0%,25.0%,287,67,339.3,7.8着,6.5人気,51.2,1150,270,0,0.0%,0.0%,0.0%,116.28,12.92,55.73
216,リーフアーマツドネス,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,210,53,564.8,5.7着,7.7人気,77.5,630,160,0,0.0%,0.0%,0.0%,114.33,12.70,56.68
217,マナード,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,600,93,562.3,4.3着,5.7人気,18.2,1800,280,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
218,マークオブディスティンクション,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,610,150,1287.4,7.7着,11.3人気,132.7,1830,450,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
219,ジルドレ,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,50,33,142.2,9.7着,9.0人気,38.0,150,100,0,0.0%,0.0%,0.0%,114.17,12.69,56.76
220,"Raise a Native",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,66,46,189.4,7.0着,8.3人気,76.2,200,140,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
221,Ogygian,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,356,123,960.2,8.0着,10.0人気,146.8,1070,370,0,0.0%,0.0%,0.0%,118.80,13.20,54.55
222,Klairon,  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,293,60,414.6,4.7着,6.0人気,13.7,880,180,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
223,"Be My Guest",  1-  0-  0-  2/  3,33.3%,33.3%,33.3%,70,36,203.6,7.3着,8.0人気,99.5,210,110,0,0.0%,0.0%,0.0%,115.17,12.80,56.27
224,ロイヤルニジンスキー,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,995,245,1871.8,6.5着,9.0人気,167.5,1990,490,0,0.0%,0.0%,0.0%,117.20,13.02,55.29
225,メジロテイターン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,480,190,655.8,6.0着,6.0人気,15.2,960,380,0,0.0%,0.0%,0.0%,111.05,12.34,58.35
226,ムーリン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,130,70,233.7,5.5着,5.5人気,12.9,260,140,0,0.0%,0.0%,0.0%,112.40,12.49,57.65
227,ミシシツピアン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,230,65,388.0,5.5着,4.0人気,14.7,460,130,0,0.0%,0.0%,0.0%,115.35,12.82,56.18
228,ビシヨツプボブ,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,130,50,256.1,6.0着,8.5人気,86.1,260,100,0,0.0%,0.0%,0.0%,114.80,12.76,56.45
229,バウンドレス,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,335,125,504.4,5.0着,5.0人気,13.6,670,250,0,0.0%,0.0%,0.0%,113.00,12.56,57.35
230,タックスパラダイス,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,125,55,247.4,8.5着,8.5人気,118.7,250,110,0,0.0%,0.0%,0.0%,115.55,12.84,56.08
231,ソロナウエー,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,370,120,682.4,6.5着,8.0人気,47.5,740,240,0,0.0%,0.0%,0.0%,113.80,12.64,56.94
232,サクラチヨノオー,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,185,85,361.6,7.0着,9.5人気,81.9,370,170,0,0.0%,0.0%,0.0%,115.25,12.81,56.23
233,アドマイヤコジーン,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,370,95,658.6,4.0着,7.0人気,33.7,740,190,0,0.0%,0.0%,0.0%,115.05,12.78,56.32
234,"Tom Rolfe",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,185,75,361.2,8.5着,8.0人気,77.9,370,150,0,0.0%,0.0%,0.0%,116.70,12.97,55.53
235,Sassafras,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,120,65,221.1,7.0着,4.5人気,15.2,240,130,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
236,"North Tower",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,1460,255,490.8,8.5着,5.5人気,17.6,2920,510,0,0.0%,0.0%,0.0%,114.50,12.72,56.59
237,"Maria's Mon",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,310,100,533.0,6.5着,5.5人気,22.1,620,200,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
238,"Lear Fan",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,135,55,247.8,4.5着,5.0人気,16.4,270,110,0,0.0%,0.0%,0.0%,112.95,12.55,57.37
239,"Iron Ruler",  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,55,55,81.9,4.5着,1.5人気,2.2,110,110,0,0.0%,0.0%,0.0%,116.15,12.91,55.79
240,Alysheba,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,70,60,138.2,7.5着,6.5人気,56.0,140,120,0,0.0%,0.0%,0.0%,115.85,12.87,55.93
241,Alydeed,  1-  0-  0-  1/  2,50.0%,50.0%,50.0%,70,55,134.8,5.5着,4.0人気,19.0,140,110,0,0.0%,0.0%,0.0%,114.40,12.71,56.64
242,レツドサン,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,570,200,570.0,1.0着,3.0人気,5.7,570,200,0,0.0%,0.0%,0.0%,110.10,12.23,58.86
243,リユウフアーロス,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1360,350,1360.0,1.0着,6.0人気,13.6,1360,350,0,0.0%,0.0%,0.0%,115.10,12.79,56.30
244,リードワンダー,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,240,130,240.0,1.0着,1.0人気,2.4,240,130,0,0.0%,0.0%,0.0%,114.90,12.77,56.40
245,ミヤマシユーホー,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,250,130,250.0,1.0着,2.0人気,2.5,250,130,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
246,ベストブラツド,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,330,130,330.0,1.0着,2.0人気,3.3,330,130,0,0.0%,0.0%,0.0%,115.60,12.84,56.06
247,ゴーマーチング,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,450,150,450.0,1.0着,3.0人気,4.5,450,150,0,0.0%,0.0%,0.0%,112.20,12.47,57.75
248,クリミナルタイプ,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1740,410,1740.0,1.0着,7.0人気,17.4,1740,410,0,0.0%,0.0%,0.0%,111.30,12.37,58.22
249,オランテ,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,290,130,290.0,1.0着,1.0人気,2.9,290,130,0,0.0%,0.0%,0.0%,110.80,12.31,58.48
250,ウエスタンウインド,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,580,170,580.0,1.0着,2.0人気,5.8,580,170,0,0.0%,0.0%,0.0%,111.20,12.36,58.27
251,アルカセット,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1250,370,1250.0,1.0着,7.0人気,12.5,1250,370,0,0.0%,0.0%,0.0%,112.60,12.51,57.55
252,アポツスル,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,2620,580,2620.0,1.0着,8.0人気,26.2,2620,580,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
253,"Zephyr Bay",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1290,400,1290.0,1.0着,5.0人気,12.9,1290,400,0,0.0%,0.0%,0.0%,111.60,12.40,58.06
254,Vayrann,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,240,130,240.0,1.0着,1.0人気,2.4,240,130,0,0.0%,0.0%,0.0%,112.40,12.49,57.65
255,Unconscious,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1040,170,1040.0,1.0着,4.0人気,10.4,1040,170,0,0.0%,0.0%,0.0%,113.10,12.57,57.29
256,"Strong Contender",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,710,280,710.0,1.0着,3.0人気,7.1,710,280,0,0.0%,0.0%,0.0%,111.50,12.39,58.12
257,"Stately Don",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,230,140,230.0,1.0着,1.0人気,2.3,230,140,0,0.0%,0.0%,0.0%,110.60,12.29,58.59
258,"Smiling Jack",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,440,150,440.0,1.0着,2.0人気,4.4,440,150,0,0.0%,0.0%,0.0%,110.60,12.29,58.59
259,"Mount Hagen",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1230,350,1230.0,1.0着,6.0人気,12.3,1230,350,0,0.0%,0.0%,0.0%,112.80,12.53,57.45
260,Lypheor,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,170,110,170.0,1.0着,1.0人気,1.7,170,110,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
261,"King's Best",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,370,150,370.0,1.0着,2.0人気,3.7,370,150,0,0.0%,0.0%,0.0%,113.60,12.62,57.04
262,"Indian Ridge",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,160,110,160.0,1.0着,1.0人気,1.6,160,110,0,0.0%,0.0%,0.0%,114.10,12.68,56.79
263,"Indian Charlie",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,3070,840,3070.0,1.0着,8.0人気,30.7,3070,840,0,0.0%,0.0%,0.0%,113.50,12.61,57.09
264,Grindstone,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,2070,400,2070.0,1.0着,7.0人気,20.7,2070,400,0,0.0%,0.0%,0.0%,109.90,12.21,58.96
265,"Gate Dancer",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,540,150,540.0,1.0着,2.0人気,5.4,540,150,0,0.0%,0.0%,0.0%,114.30,12.70,56.69
266,"Fire Maker",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,260,140,260.0,1.0着,1.0人気,2.6,260,140,0,0.0%,0.0%,0.0%,111.00,12.33,58.38
267,"Danehill Dancer",  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,460,180,460.0,1.0着,2.0人気,4.6,460,180,0,0.0%,0.0%,0.0%,113.10,12.57,57.29
268,Continuation,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,1820,520,1820.0,1.0着,8.0人気,18.2,1820,520,0,0.0%,0.0%,0.0%,112.40,12.49,57.65
269,Buddha,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,340,150,340.0,1.0着,2.0人気,3.4,340,150,0,0.0%,0.0%,0.0%,114.60,12.73,56.54
270,Alwuhush,  1-  0-  0-  0/  1,100.0%,100.0%,100.0%,460,230,460.0,1.0着,2.0人気,4.6,460,230,0,0.0%,0.0%,0.0%,113.30,12.59,57.19
271,アグネスタキオン,  0-  4-  4- 28/ 36,0.0%,11.1%,22.2%,0,39,0.0,8.6着,8.1人気,75.5,,179,0,0.0%,11.1%,11.1%,115.74,12.86,55.99
272,ティンバーカントリー,  0-  4-  3- 29/ 36,0.0%,11.1%,19.4%,0,37,0.0,8.3着,7.8人気,69.4,,191,0,0.0%,11.1%,8.3%,114.51,12.72,56.59
273,シンボリルドルフ,  0-  3-  1- 11/ 15,0.0%,20.0%,26.7%,0,70,0.0,6.8着,7.0人気,52.2,,265,0,0.0%,20.0%,6.7%,115.83,12.87,55.94
274,ノーリユート,  0-  3-  1-  3/  7,0.0%,42.9%,57.1%,0,81,0.0,5.3着,3.9人気,26.5,,142,0,0.0%,42.9%,14.3%,114.47,12.72,56.61
275,ノーアテンシヨン,  0-  3-  0- 12/ 15,0.0%,20.0%,20.0%,0,59,0.0,7.5着,7.9人気,53.5,,297,0,0.0%,20.0%,0.0%,116.24,12.92,55.75
276,フサイチコンコルド,  0-  3-  0-  6/  9,0.0%,33.3%,33.3%,0,90,0.0,6.4着,7.9人気,49.8,,270,0,0.0%,33.3%,0.0%,113.32,12.59,57.18
277,ミスターシービー,  0-  3-  0-  5/  8,0.0%,37.5%,37.5%,0,63,0.0,7.0着,8.3人気,82.9,,170,0,0.0%,37.5%,0.0%,116.33,12.93,55.71
278,"Mr. Leader",  0-  3-  0-  2/  5,0.0%,60.0%,60.0%,0,132,0.0,3.6着,4.0人気,8.7,,220,0,0.0%,60.0%,0.0%,114.60,12.73,56.54
279,Lyphard,  0-  2-  3-  4/  9,0.0%,22.2%,55.6%,0,177,0.0,5.1着,6.2人気,31.6,,320,0,0.0%,22.2%,33.3%,113.49,12.61,57.10
280,"Seeking the Gold",  0-  2-  2- 11/ 15,0.0%,13.3%,26.7%,0,72,0.0,8.3着,9.5人気,159.5,,270,0,0.0%,13.3%,13.3%,114.83,12.76,56.43
281,アラナス,  0-  2-  2-  8/ 12,0.0%,16.7%,33.3%,0,52,0.0,5.5着,6.5人気,37.5,,158,0,0.0%,16.7%,16.7%,115.39,12.82,56.16
282,タマモクロス,  0-  2-  1- 20/ 23,0.0%,8.7%,13.0%,0,60,0.0,8.5着,8.6人気,98.2,,460,0,0.0%,8.7%,4.3%,115.25,12.81,56.23
283,ラナーク,  0-  2-  1- 11/ 14,0.0%,14.3%,21.4%,0,23,0.0,8.5着,6.6人気,32.4,,165,0,0.0%,14.3%,7.1%,115.14,12.79,56.28
284,サテインゴ,  0-  2-  1-  3/  6,0.0%,33.3%,50.0%,0,120,0.0,6.5着,7.0人気,50.5,,240,0,0.0%,33.3%,16.7%,116.72,12.97,55.52
285,スリルシヨー,  0-  2-  0-  9/ 11,0.0%,18.2%,18.2%,0,40,0.0,6.8着,6.1人気,33.5,,220,0,0.0%,18.2%,0.0%,115.37,12.82,56.17
286,アサティス,  0-  2-  0-  9/ 11,0.0%,18.2%,18.2%,0,27,0.0,5.5着,6.3人気,50.5,,150,0,0.0%,18.2%,0.0%,113.54,12.62,57.07
287,Fappiano,  0-  2-  0- 10/ 12,0.0%,16.7%,16.7%,0,87,0.0,6.8着,7.5人気,71.9,,525,0,0.0%,16.7%,0.0%,115.43,12.83,56.14
