順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
143,サンキリコ, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,1700,0.0,2.0着,12.0人気,71.0,,1700,0,0.0%,100.0%,0.0%,71.70,11.95,60.25
144,グラスワンダー, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,1.0人気,2.6,,120,0,0.0%,100.0%,0.0%,72.10,12.02,59.92
145,Rubiano, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,640,0.0,2.0着,4.0人気,16.6,,640,0,0.0%,100.0%,0.0%,73.60,12.27,58.70
146,"Poet's Voice", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,3.0人気,7.1,,220,0,0.0%,100.0%,0.0%,70.70,11.78,61.10
147,Mtoto, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,810,0.0,2.0着,9.0人気,30.1,,810,0,0.0%,100.0%,0.0%,72.10,12.02,59.92
148,"Gold Fever", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,490,0.0,2.0着,7.0人気,24.8,,490,0,0.0%,100.0%,0.0%,71.20,11.87,60.67
149,Cryptoclearance, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,420,0.0,2.0着,5.0人気,17.0,,420,0,0.0%,100.0%,0.0%,71.40,11.90,60.50
150,Casamento, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.3,,110,0,0.0%,100.0%,0.0%,75.20,12.53,57.45
151,コマンダーインチーフ, 0- 0- 4-10/14,0.0%,0.0%,28.6%,0,58,0.0,8.6着,9.4人気,87.3,,205,0,0.0%,0.0%,28.6%,72.49,12.08,59.59
152,ストーミングホーム, 0- 0- 2- 3/ 5,0.0%,0.0%,40.0%,0,48,0.0,5.6着,4.0人気,16.3,,120,0,0.0%,0.0%,40.0%,70.88,11.81,60.95
153,ミシル, 0- 0- 2- 2/ 4,0.0%,0.0%,50.0%,0,262,0.0,8.0着,9.0人気,63.5,,525,0,0.0%,0.0%,50.0%,72.23,12.04,59.81
154,ダイナガリバー, 0- 0- 1- 7/ 8,0.0%,0.0%,12.5%,0,46,0.0,6.3着,7.8人気,67.1,,370,0,0.0%,0.0%,12.5%,72.86,12.14,59.29
155,ノーザンテースト, 0- 0- 1- 5/ 6,0.0%,0.0%,16.7%,0,68,0.0,4.8着,6.3人気,28.6,,410,0,0.0%,0.0%,16.7%,72.65,12.11,59.46
156,オジジアン, 0- 0- 1- 5/ 6,0.0%,0.0%,16.7%,0,0,0.0,6.7着,7.3人気,32.2,,,0,0.0%,0.0%,16.7%,72.42,12.07,59.65
157,フォーティナイナー, 0- 0- 1- 6/ 7,0.0%,0.0%,14.3%,0,20,0.0,9.4着,5.1人気,19.6,,140,0,0.0%,0.0%,14.3%,73.13,12.19,59.07
158,フサイチコンコルド, 0- 0- 1- 4/ 5,0.0%,0.0%,20.0%,0,26,0.0,6.4着,8.6人気,78.5,,130,0,0.0%,0.0%,20.0%,72.58,12.10,59.52
159,エイシンフラッシュ, 0- 0- 1- 3/ 4,0.0%,0.0%,25.0%,0,137,0.0,7.8着,9.3人気,164.2,,550,0,0.0%,0.0%,25.0%,71.93,11.99,60.06
160,ローエングリン, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,373,0.0,4.3着,9.3人気,46.0,,1120,0,0.0%,0.0%,33.3%,71.10,11.85,60.76
161,シャーディー, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,226,0.0,5.0着,6.7人気,16.6,,680,0,0.0%,0.0%,33.3%,71.67,11.94,60.28
162,"Last Tycoon", 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,100,0.0,3.5着,3.0人気,6.6,,200,0,0.0%,0.0%,50.0%,71.65,11.94,60.29
163,メジロライアン, 0- 0- 1- 8/ 9,0.0%,0.0%,11.1%,0,77,0.0,9.2着,9.2人気,62.1,,700,0,0.0%,0.0%,11.1%,72.61,12.10,59.50
164,ワカオライデン, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,75,0.0,4.0着,8.0人気,119.9,,150,0,0.0%,0.0%,50.0%,72.55,12.09,59.55
165,メイショウサムソン, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,0,0.0,4.0着,6.0人気,16.9,,,0,0.0%,0.0%,50.0%,73.10,12.18,59.10
166,イブンベイ, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,55,0.0,4.0着,2.0人気,11.6,,110,0,0.0%,0.0%,50.0%,73.00,12.17,59.18
167,スペシャルウィーク, 0- 0- 1- 6/ 7,0.0%,0.0%,14.3%,0,18,0.0,10.0着,7.4人気,62.3,,130,0,0.0%,0.0%,14.3%,72.17,12.03,59.86
168,キングズベスト, 0- 0- 1- 5/ 6,0.0%,0.0%,16.7%,0,53,0.0,10.0着,10.0人気,96.6,,320,0,0.0%,0.0%,16.7%,71.92,11.99,60.07
169,マヤノトップガン, 0- 0- 1- 4/ 5,0.0%,0.0%,20.0%,0,26,0.0,8.0着,7.8人気,80.9,,130,0,0.0%,0.0%,20.0%,72.74,12.12,59.39
170,ミホシンザン, 0- 0- 1- 3/ 4,0.0%,0.0%,25.0%,0,67,0.0,8.5着,7.3人気,36.7,,270,0,0.0%,0.0%,25.0%,73.18,12.20,59.04
171,Woodman, 0- 0- 1- 3/ 4,0.0%,0.0%,25.0%,0,25,0.0,10.5着,7.8人気,34.5,,100,0,0.0%,0.0%,25.0%,73.20,12.20,59.02
172,サクラチヨノオー, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,0,0.0,6.7着,7.0人気,17.4,,,0,0.0%,0.0%,33.3%,73.23,12.21,58.99
173,イルドブルボン, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,176,0.0,9.0着,8.7人気,62.7,,530,0,0.0%,0.0%,33.3%,73.73,12.29,58.59
174,アドマイヤベガ, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,180,0.0,6.7着,7.3人気,31.7,,540,0,0.0%,0.0%,33.3%,72.17,12.03,59.86
175,マグニテユード, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,75,0.0,4.5着,5.0人気,13.3,,150,0,0.0%,0.0%,50.0%,72.45,12.08,59.63
176,バンブーアトラス, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,215,0.0,8.0着,10.0人気,46.8,,430,0,0.0%,0.0%,50.0%,73.35,12.23,58.90
177,バイアモン, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,140,0.0,7.5着,8.0人気,66.6,,280,0,0.0%,0.0%,50.0%,72.30,12.05,59.75
178,ハーツクライ, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,275,0.0,7.5着,6.5人気,17.1,,550,0,0.0%,0.0%,50.0%,70.10,11.68,61.63
179,デインヒル, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,170,0.0,7.5着,7.5人気,20.6,,340,0,0.0%,0.0%,50.0%,73.90,12.32,58.46
180,ディアブロ, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,270,0.0,7.5着,11.0人気,116.1,,540,0,0.0%,0.0%,50.0%,71.15,11.86,60.72
181,ストリートセンス, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,150,0.0,4.5着,5.5人気,11.0,,300,0,0.0%,0.0%,50.0%,70.75,11.79,61.06
182,シルクジャスティス, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,270,0.0,9.5着,9.5人気,65.5,,540,0,0.0%,0.0%,50.0%,72.45,12.08,59.63
183,サクラシンゲキ, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,140,0.0,8.5着,7.0人気,17.9,,280,0,0.0%,0.0%,50.0%,72.05,12.01,59.96
184,Cozzene, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,70,0.0,6.0着,4.5人気,17.3,,140,0,0.0%,0.0%,50.0%,73.10,12.18,59.10
185,レイクコモ, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,800,0.0,3.0着,9.0人気,42.2,,800,0,0.0%,0.0%,100.0%,71.90,11.98,60.08
186,ヤマニンケイ, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,580,0.0,3.0着,7.0人気,27.0,,580,0,0.0%,0.0%,100.0%,74.00,12.33,58.38
187,ミスターシクレノン, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,130,0.0,3.0着,3.0人気,6.7,,130,0,0.0%,0.0%,100.0%,72.60,12.10,59.50
188,ホクトヘリオス, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,1020,0.0,3.0着,10.0人気,48.0,,1020,0,0.0%,0.0%,100.0%,71.90,11.98,60.08
189,パルナシヤン, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,870,0.0,3.0着,8.0人気,48.9,,870,0,0.0%,0.0%,100.0%,73.20,12.20,59.02
190,パーフライト, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,160,0.0,3.0着,4.0人気,9.8,,160,0,0.0%,0.0%,100.0%,72.80,12.13,59.34
191,ドリームウェル, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,450,0.0,3.0着,5.0人気,11.9,,450,0,0.0%,0.0%,100.0%,72.20,12.03,59.83
192,コンデュイット, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,200,0.0,3.0着,3.0人気,6.0,,200,0,0.0%,0.0%,100.0%,69.60,11.60,62.07
193,ケントニーオー, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,490,0.0,3.0着,8.0人気,23.5,,490,0,0.0%,0.0%,100.0%,71.40,11.90,60.50
194,エイシンオーシャン, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,170,0.0,3.0着,5.0人気,34.1,,170,0,0.0%,0.0%,100.0%,72.40,12.07,59.67
195,アンフイールド, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,860,0.0,3.0着,10.0人気,38.6,,860,0,0.0%,0.0%,100.0%,72.80,12.13,59.34
196,アジュディケーティング, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,1500,0.0,3.0着,15.0人気,82.6,,1500,0,0.0%,0.0%,100.0%,71.00,11.83,60.85
197,"Slew City Slew", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,100,0.0,3.0着,1.0人気,1.3,,100,0,0.0%,0.0%,100.0%,73.60,12.27,58.70
198,Omnicorp, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,340,0.0,3.0着,5.0人気,10.7,,340,0,0.0%,0.0%,100.0%,71.90,11.98,60.08
199,"Mr. Greeley", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,130,0.0,3.0着,1.0人気,3.3,,130,0,0.0%,0.0%,100.0%,70.30,11.72,61.45
200,"Jade Hunter", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,1.0人気,2.4,,110,0,0.0%,0.0%,100.0%,72.30,12.05,59.75
201,"Danehill Dancer", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,690,0.0,3.0着,9.0人気,23.2,,690,0,0.0%,0.0%,100.0%,71.40,11.90,60.50
202,エンパイアメーカー, 0- 0- 0- 6/ 6,0.0%,0.0%,0.0%,0,0,0.0,7.7着,7.3人気,24.2,,,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
203,ラムタラ, 0- 0- 0- 4/ 4,0.0%,0.0%,0.0%,0,0,0.0,7.3着,3.5人気,6.6,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
204,サムライハート, 0- 0- 0- 3/ 3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.0人気,40.8,,,0,0.0%,0.0%,0.0%,71.13,11.86,60.73
205,"Storm Boot", 0- 0- 0- 2/ 2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.5人気,4.5,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
206,キンググローリアス, 0- 0- 0-10/10,0.0%,0.0%,0.0%,0,0,0.0,8.3着,9.0人気,66.3,,,0,0.0%,0.0%,0.0%,72.85,12.14,59.30
207,シャンハイ, 0- 0- 0- 7/ 7,0.0%,0.0%,0.0%,0,0,0.0,8.3着,9.6人気,92.8,,,0,0.0%,0.0%,0.0%,72.83,12.14,59.32
208,クロフネ, 0- 0- 0- 5/ 5,0.0%,0.0%,0.0%,0,0,0.0,6.4着,8.8人気,69.5,,,0,0.0%,0.0%,0.0%,71.92,11.99,60.07
209,アグネスワールド, 0- 0- 0- 3/ 3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.0人気,118.4,,,0,0.0%,0.0%,0.0%,72.03,12.01,59.97
210,ジョリーズヘイロー, 0- 0- 0- 2/ 2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,2.5人気,5.1,,,0,0.0%,0.0%,0.0%,72.65,12.11,59.46
211,スリルシヨー, 0- 0- 0- 7/ 7,0.0%,0.0%,0.0%,0,0,0.0,12.0着,10.0人気,106.7,,,0,0.0%,0.0%,0.0%,72.94,12.16,59.22
212,アレミロード, 0- 0- 0- 5/ 5,0.0%,0.0%,0.0%,0,0,0.0,7.8着,8.2人気,63.5,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
213,ダノンシャンティ, 0- 0- 0- 4/ 4,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.5人気,28.7,,,0,0.0%,0.0%,0.0%,72.65,12.11,59.46
214,モガミ, 0- 0- 0- 3/ 3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.7人気,66.1,,,0,0.0%,0.0%,0.0%,73.33,12.22,58.91
215,シンボリルドルフ, 0- 0- 0- 3/ 3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.3人気,28.0,,,0,0.0%,0.0%,0.0%,74.03,12.34,58.35
216,サクラプレジデント, 0- 0- 0- 3/ 3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,10.3人気,131.2,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
