RAA20141204201412034819020960000名古屋ＣＣヴァルカン賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          名古屋ＣＣヴァルカン名古屋ＣＣヴ名古屋0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000410000001020000004100000024000000160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,9,1,7,5,6,8,4,3                                                     202,9,1,7,6,5,4,8,3                                                     302,9,7,1,6,5,4,8,3                                                     409,2,7,6,5,1,3,4,8                                                     0
RAA20141203201412024819011050000射手座特別　Ａ４Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          射手座特別　Ａ４Ｂ１射手座特別　射手座0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000270000000490000001900000013000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107,10,6,4,2,9,1,8,3,11,5                                               207,10,6,4,9,1,3,2,8,11,5                                               307,10,6,4,1,9,3,2,8,11,5                                               407,10,3,1,6,4,9,8,11,2,5                                               0
RAA20141220201412194820020980000エノキグサ特別　Ｃ１１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          エノキグサ特別　Ｃ１エノキグサ特エノキ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000155000000280000001100000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,10,7,8,6,9,2,4,3,5                                                  201,10,6,8,7,9,2,4,3,5                                                  301,10,6,7,8,2,4,9,3,5                                                  4010,2,4,8,6,3,7,1,9,5                                                  0
RAA20141204201412034819020560000サラＣ１４組　Ｃ１４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１４組　Ｃ１４サラＣ１４組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,5,9,1,4,8,3,6,7                                                     202,5,9,1,8,4,3,6,7                                                     302,5,9,8,1,3,4,6,7                                                     402,5,9,8,4,1,6,7,3                                                     0
RAA20141220201412194820020580000サラＣ１３組　Ｃ１３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１３組　Ｃ１３サラＣ１３組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,6,7,9,1,2,4,5,3                                                     208,7,6,9,1,2,4,5,3                                                     308,7,2,6,9,1,5,4,3                                                     408,2,7,6,9,1,5,4,3                                                     0
RAA20141225201412244820040560000サラＣ４組　Ｃ４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ４組　Ｃ４　　サラＣ４組　サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,2,5,3,8,1,4,7                                                     206,9,2,5,3,8,4,1,7                                                     306,9,5,2,3,8,1,4,7                                                     406,9,5,2,3,8,1,4,7                                                     0
RAA20141220201412194820021180000ドラセナ特別　Ａ３ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ドラセナ特別　Ａ３ｂドラセナ特別ドラセ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000350000000630000002500000017000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001212121040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,3,2,5,11,10,12,9,8,6,7,4                                            201,3,11,2,5,12,10,9,8,6,7,4                                            301,3,11,2,12,10,8,9,7,6,4,5                                            401,3,11,12,10,8,7,2,4,5,9,6                                            0
RAA20141225201412244820040660000サラＣ３組　Ｃ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ３組　Ｃ３　　サラＣ３組　サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,1,3,9,4,7,5,6                                                     202,8,3,1,9,7,4,5,6                                                     302,8,3,9,7,4,6,5,1                                                     40(2,8),3,9,7,6,4,5,1                                                   0
RAA20141220201412194820020480000サラＣ１４組　Ｃ１４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１４組　Ｃ１４サラＣ１４組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,9,7,3,2,5,6,4                                                     201,8,9,7,3,2,5,6,4                                                     301,8,9,7,3,2,5,6,4                                                     408,7,3,5,9,6,1,2,4                                                     0
RAA20141203201412024819010550000サラＣ２２組　Ｃ２２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ２２組　Ｃ２２サラＣ２２組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000908081030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,3,2,1,9,4,8,7                                                       205,3,2,9,1,4,7,8                                                       305,3,2,9,1,4,7,8                                                       405,3,2,1,9,4,7,8                                                       0
RAA20141206201412054819040780000乃木坂４６畠中清羅生誕記念　Ｃ２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     乃木坂４６畠中清羅生乃木坂４６畠乃木坂0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000145000000260000001100000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,4,10,2,8,6,9,5,3                                                  201,7,4,10,2,8,6,9,3,5                                                  301,7,4,10,2,8,6,9,3,5                                                  401,7,4,10,8,2,6,9,5,3                                                  0
RAA20141225201412244820040960000クリスマス特別　Ｃ１ｂ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          クリスマス特別　Ｃ１クリスマス特クリス0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000195000000360000001400000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909092020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,1,5,6,9,3,4,2,7                                                     208,1,5,9,3,6,4,7,2                                                     308,1,5,9,3,7,6,4,2                                                     408,1,9,3,5,7,4,2,6                                                     0
RAA20141225201412244820041060000ホーリー特別　Ｃ１ａ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          ホーリー特別　Ｃ１ａホーリー特別ホーリ0000E 000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000195000000360000001400000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,8,6,10,2,3,7,9,5                                                  201,4,8,10,6,2,3,7,5,9                                                  301,4,8,6,10,2,3,7,5,9                                                  401,8,4,6,2,10,3,7,9,5                                                  0
RAA20141220201412194820020280000サラＣ１６組　Ｃ１６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１６組　Ｃ１６サラＣ１６組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,5,7,2,8,9,6,1                                                     203,4,7,5,2,9,6,8,1                                                     303,4,7,2,9,6,8,5,1                                                     403,7,4,2,6,8,9,5,1                                                     0
RAA20141204201412034819020260000サラＣ１７組　Ｃ１７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１７組　Ｃ１７サラＣ１７組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,8,6,7,9,2,4,5,3                                                     201,8,6,9,2,7,4,5,3                                                     308,1,2,6,9,4,5,7,3                                                     408,4,2,6,1,9,5,7,3                                                     0
RAA20141224201412234820030550000サラＣ８組　Ｃ８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ８組　Ｃ８　　サラＣ８組　サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,7,4,1,6,9,2,8,3                                                     205,7,4,1,6,9,2,8,3                                                     305,7,4,6,1,9,2,8,3                                                     405,7,4,6,9,1,2,8,3                                                     0
RAA20141204201412034819020460000サラＣ１５組　Ｃ１５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ１５組　Ｃ１５サラＣ１５組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000135000000250000001000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,8,1,4,7,6,9,2                                                     203,5,8,7,4,6,1,9,2                                                     303,8,5,6,7,4,9,1,2                                                     403,8,6,5,4,7,1,9,2                                                     0
RAA20141203201412024819010250000サラＣ２５組　Ｃ２５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラＣ２５組　Ｃ２５サラＣ２５組サラＣ0000  000004000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    000013500000025000000100000000600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080808103000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010(1,8),2,3,5,4,7,6                                                     201,8,3,2,5,4,7,6                                                       30(1,3,8),(4,5),7,2,6                                                   401,3,8,4,5,2,6,7                                                       0
