順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
576,Sharpman,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,55,0.0,4.5着,1.5人気,2.3,,110,0,0.0%,0.0%,50.0%,72.75,12.13,59.38
577,"Sauce Boat",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,95,0.0,6.0着,4.5人気,6.1,,190,0,0.0%,0.0%,50.0%,71.15,11.86,60.72
578,Meadowlake,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,220,0.0,7.0着,8.5人気,34.7,,440,0,0.0%,0.0%,50.0%,69.40,11.57,62.25
579,Hennessy,  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,85,0.0,8.0着,7.5人気,70.6,,170,0,0.0%,0.0%,50.0%,70.95,11.83,60.89
580,"Far North",  0-  0-  1-  1/  2,0.0%,0.0%,50.0%,0,125,0.0,5.5着,2.5人気,4.9,,250,0,0.0%,0.0%,50.0%,71.45,11.91,60.46
581,ナデイア,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,270,0.0,3.0着,6.0人気,8.0,,270,0,0.0%,0.0%,100.0%,70.70,11.78,61.10
582,テリオス,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,140,0.0,3.0着,2.0人気,5.4,,140,0,0.0%,0.0%,100.0%,71.70,11.95,60.25
583,ダイナオリンピア,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,0,0.0,3.0着,2.0人気,4.2,,,0,0.0%,0.0%,100.0%,72.00,12.00,60.00
584,ストーミングホーム,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,180,0.0,3.0着,4.0人気,12.3,,180,0,0.0%,0.0%,100.0%,70.70,11.78,61.10
585,サクラサニーオー,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,2620,0.0,3.0着,15.0人気,116.2,,2620,0,0.0%,0.0%,100.0%,69.90,11.65,61.80
586,エルセニョール,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,220,0.0,3.0着,2.0人気,4.6,,220,0,0.0%,0.0%,100.0%,70.70,11.78,61.10
587,エリモカツプ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,190,0.0,3.0着,4.0人気,6.2,,190,0,0.0%,0.0%,100.0%,70.30,11.72,61.45
588,アンバーラマ,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,0,0.0,3.0着,3.0人気,6.6,,,0,0.0%,0.0%,100.0%,71.80,11.97,60.17
589,アンシエントタイム,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,1840,0.0,3.0着,15.0人気,99.0,,1840,0,0.0%,0.0%,100.0%,71.20,11.87,60.67
590,"On Your Mark",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,250,0.0,3.0着,5.0人気,10.0,,250,0,0.0%,0.0%,100.0%,69.80,11.63,61.89
591,Mariache,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,290,0.0,3.0着,4.0人気,7.7,,290,0,0.0%,0.0%,100.0%,70.10,11.68,61.63
592,"Johan Cruyff",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,0,0.0,3.0着,3.0人気,4.0,,,0,0.0%,0.0%,100.0%,71.50,11.92,60.42
593,"Great Above",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,290,0.0,3.0着,5.0人気,10.2,,290,0,0.0%,0.0%,100.0%,68.90,11.48,62.70
594,"Distant Relative",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,290,0.0,3.0着,3.0人気,22.0,,290,0,0.0%,0.0%,100.0%,71.60,11.93,60.34
595,"Desperate Dee",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,350,0.0,3.0着,8.0人気,17.9,,350,0,0.0%,0.0%,100.0%,69.90,11.65,61.80
596,"Degenerate Jon",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,100,0.0,3.0着,1.0人気,2.0,,100,0,0.0%,0.0%,100.0%,72.50,12.08,59.59
597,"Best Turn",  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,160,0.0,3.0着,2.0人気,4.8,,160,0,0.0%,0.0%,100.0%,70.10,11.68,61.63
598,Abdos,  0-  0-  1-  0/  1,0.0%,0.0%,100.0%,0,260,0.0,3.0着,6.0人気,11.1,,260,0,0.0%,0.0%,100.0%,69.40,11.57,62.25
599,ラインゴールド,  0-  0-  0- 11/ 11,0.0%,0.0%,0.0%,0,0,0.0,6.8着,5.5人気,33.2,,,0,0.0%,0.0%,0.0%,72.84,12.14,59.31
600,"Mill Reef",  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.8着,6.8人気,27.9,,,0,0.0%,0.0%,0.0%,72.03,12.01,59.97
601,"Dancing Brave",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,4.8着,4.0人気,6.7,,,0,0.0%,0.0%,0.0%,71.68,11.95,60.27
602,スポーツキー,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,7.1着,8.2人気,55.0,,,0,0.0%,0.0%,0.0%,72.07,12.01,59.94
603,マグニテユード,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.9人気,104.6,,,0,0.0%,0.0%,0.0%,71.76,11.96,60.20
604,Mining,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,5.8着,4.0人気,7.7,,,0,0.0%,0.0%,0.0%,71.04,11.84,60.81
605,ウインドストース,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,4.3着,9.3人気,77.5,,,0,0.0%,0.0%,0.0%,70.73,11.79,61.07
606,クリエイター,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,11.0着,9.6人気,85.9,,,0,0.0%,0.0%,0.0%,71.89,11.98,60.09
607,"Night Shift",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.4着,6.0人気,15.1,,,0,0.0%,0.0%,0.0%,71.66,11.94,60.28
608,"What a Pleasure",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.3人気,50.2,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
609,Linamix,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,7.6着,7.4人気,37.7,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
610,"End Sweep",  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.7着,6.1人気,18.7,,,0,0.0%,0.0%,0.0%,70.83,11.80,60.99
611,ヒカリデユール,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.8人気,48.4,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
612,レイズアボーイ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,9.4着,8.2人気,37.7,,,0,0.0%,0.0%,0.0%,71.32,11.89,60.57
613,ハンザダンサー,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.8着,8.5人気,48.8,,,0,0.0%,0.0%,0.0%,71.35,11.89,60.55
614,リーフグレイド,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,6.8着,8.0人気,53.5,,,0,0.0%,0.0%,0.0%,72.34,12.06,59.72
615,フイデイオン,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.5着,9.0人気,41.3,,,0,0.0%,0.0%,0.0%,72.85,12.14,59.30
616,"In The Wings",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,4.8人気,32.8,,,0,0.0%,0.0%,0.0%,70.35,11.73,61.41
617,フレンチグローリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.0人気,36.8,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
618,"Tsunami Slew",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.7人気,30.6,,,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
619,Northjet,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,6.2,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
620,Herat,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,5.7人気,10.8,,,0,0.0%,0.0%,0.0%,69.93,11.66,61.77
621,"Lord Waverley",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,7.0人気,32.3,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
622,ミスターシービー,  0-  0-  0- 13/ 13,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.0人気,106.0,,,0,0.0%,0.0%,0.0%,72.17,12.03,59.86
623,ワカオライデン,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,9.5着,9.5人気,93.3,,,0,0.0%,0.0%,0.0%,71.81,11.97,60.16
624,"Spectacular Bid",  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,9.1着,10.1人気,106.4,,,0,0.0%,0.0%,0.0%,71.89,11.98,60.10
625,スピニングワールド,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.3着,10.7人気,91.6,,,0,0.0%,0.0%,0.0%,71.42,11.90,60.49
626,Thatching,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.3人気,54.2,,,0,0.0%,0.0%,0.0%,70.98,11.83,60.86
627,ネオユニヴァース,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.2着,8.2人気,51.3,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
628,トワイニング,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.0着,9.2人気,67.9,,,0,0.0%,0.0%,0.0%,71.28,11.88,60.61
629,オースミタイクーン,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.8着,9.6人気,75.1,,,0,0.0%,0.0%,0.0%,71.28,11.88,60.61
630,Zilzal,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.8着,4.2人気,11.9,,,0,0.0%,0.0%,0.0%,70.74,11.79,61.07
631,"Summer Squall",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.6着,6.0人気,26.5,,,0,0.0%,0.0%,0.0%,71.28,11.88,60.61
632,"Saint Sever",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.8着,11.0人気,47.3,,,0,0.0%,0.0%,0.0%,70.62,11.77,61.17
633,"Lear Fan",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.2着,7.6人気,53.9,,,0,0.0%,0.0%,0.0%,71.12,11.85,60.74
634,ランドギフト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.5人気,56.5,,,0,0.0%,0.0%,0.0%,73.18,12.20,59.04
635,サクラロータリー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.3着,14.8人気,160.6,,,0,0.0%,0.0%,0.0%,72.25,12.04,59.79
636,"Tom Rolfe",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.5人気,82.9,,,0,0.0%,0.0%,0.0%,70.93,11.82,60.91
637,Smarten,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.3着,8.0人気,29.0,,,0,0.0%,0.0%,0.0%,70.63,11.77,61.17
638,Secreto,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.5人気,108.3,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
639,"Blushing John",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.8着,8.0人気,41.9,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
640,ロックオブジブラルタル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,12.3人気,137.5,,,0,0.0%,0.0%,0.0%,70.57,11.76,61.22
641,ロードザキヤノンズ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.7人気,58.4,,,0,0.0%,0.0%,0.0%,71.33,11.89,60.56
642,メイショウオウドウ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,8.7人気,32.6,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
643,ミンスキー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,6.3人気,12.6,,,0,0.0%,0.0%,0.0%,70.97,11.83,60.87
644,ミュージックタイム,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,9.0人気,97.4,,,0,0.0%,0.0%,0.0%,71.23,11.87,60.65
645,ブラッシングジョン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,9.7人気,69.2,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
646,ヒツテイングアウエー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,9.7人気,67.4,,,0,0.0%,0.0%,0.0%,72.83,12.14,59.31
647,バチアー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.7人気,235.7,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
648,ハートレイク,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,10.0人気,128.3,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
649,サニーブライアン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.7人気,43.7,,,0,0.0%,0.0%,0.0%,71.37,11.89,60.53
650,カーネルシンボリ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.3人気,34.1,,,0,0.0%,0.0%,0.0%,72.87,12.14,59.29
651,ウインザーノツト,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.3人気,45.2,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
652,アステツク,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,10.7人気,59.8,,,0,0.0%,0.0%,0.0%,71.27,11.88,60.62
653,"Rory's Jester",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.3着,5.7人気,23.6,,,0,0.0%,0.0%,0.0%,70.63,11.77,61.16
654,リフアーズゴースト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,7.5人気,37.7,,,0,0.0%,0.0%,0.0%,72.35,12.06,59.71
655,ラテイフイケイシヨン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,57.7,,,0,0.0%,0.0%,0.0%,70.95,11.83,60.89
656,ホクトボーイ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,8.5人気,44.3,,,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
657,ニルコス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,5.5人気,10.0,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
658,スターリングローズ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,8.0人気,26.6,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
659,Practicante,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,10.2,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
660,"Jade Hunter",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,2.5人気,5.7,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
661,Fayruz,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,11.5人気,74.5,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
662,"Banner Sport",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,3.0人気,9.5,,,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
663,Bahri,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.0人気,13.5,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
664,Apalachee,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,4.0人気,9.7,,,0,0.0%,0.0%,0.0%,71.65,11.94,60.29
665,ルボデユール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,14.8,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
666,ペンタイア,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,8.0,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
667,ブランブルー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,16.2,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
668,バウンドレス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,8.0人気,53.1,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
669,クエストフォベスト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,11.0人気,138.9,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
670,アイリツシユボール,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,5.8,,,0,0.0%,0.0%,0.0%,71.90,11.98,60.08
671,"Thirty Eight Paces",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,2.6,,,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
672,"Temperence Hill",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,13.9,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
673,"Tactical Cat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,8.3,,,0,0.0%,0.0%,0.0%,70.20,11.70,61.54
674,"Sunday Silence",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,6.9,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
675,Mutakddim,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,9.4,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
676,"Legend of France",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,9.2,,,0,0.0%,0.0%,0.0%,74.30,12.38,58.14
677,"Kennedy Road",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,16.7,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
678,"Iron Ruler",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,3.9,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
679,"Forest Wildcat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,8.0人気,24.9,,,0,0.0%,0.0%,0.0%,69.10,11.52,62.52
680,"Dixie Brass",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,9.3,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
681,"Crystal Palace",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,14.4,,,0,0.0%,0.0%,0.0%,74.50,12.42,57.99
682,Consolidator,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,8.0人気,31.0,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
683,Codex,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,12.0人気,135.4,,,0,0.0%,0.0%,0.0%,70.80,11.80,61.02
684,"Carr de Naskra",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,11.6,,,0,0.0%,0.0%,0.0%,69.80,11.63,61.89
685,"Bear Hunt",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,6.1,,,0,0.0%,0.0%,0.0%,68.60,11.43,62.97
686,"Al Nasr",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,1.0人気,2.3,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
687,Advocator,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,6.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
688,"Salt Lake",  0-  0-  0- 12/ 12,0.0%,0.0%,0.0%,0,0,0.0,9.8着,9.3人気,66.1,,,0,0.0%,0.0%,0.0%,71.03,11.84,60.82
689,プルラリズム,  0-  0-  0- 13/ 13,0.0%,0.0%,0.0%,0,0,0.0,9.6着,9.7人気,73.2,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
690,ヤマニンゼファー,  0-  0-  0- 11/ 11,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.6人気,45.7,,,0,0.0%,0.0%,0.0%,70.52,11.75,61.26
691,サウンドトラツク,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,6.6着,9.3人気,61.7,,,0,0.0%,0.0%,0.0%,71.96,11.99,60.03
692,パーシア,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,4.3人気,9.1,,,0,0.0%,0.0%,0.0%,71.53,11.92,60.39
693,シユプリームギフト,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,32.7,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
694,キャロルハウス,  0-  0-  0- 13/ 13,0.0%,0.0%,0.0%,0,0,0.0,9.7着,9.2人気,51.6,,,0,0.0%,0.0%,0.0%,71.37,11.89,60.53
695,モバリツズ,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,8.6着,9.9人気,51.9,,,0,0.0%,0.0%,0.0%,71.41,11.90,60.49
696,プリンスオブバーズ,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,8.6着,8.4人気,68.6,,,0,0.0%,0.0%,0.0%,72.46,12.08,59.62
697,ダイナガリバー,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.9人気,51.3,,,0,0.0%,0.0%,0.0%,72.04,12.01,59.97
698,アーテイアス,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,8.4着,9.1人気,57.6,,,0,0.0%,0.0%,0.0%,71.43,11.90,60.48
699,ホープフリーオン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.5着,11.2人気,218.3,,,0,0.0%,0.0%,0.0%,71.53,11.92,60.39
700,"Danzig Connection",  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.3着,7.0人気,25.9,,,0,0.0%,0.0%,0.0%,71.33,11.89,60.56
701,フレアリングダンサー,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.4着,10.6人気,57.4,,,0,0.0%,0.0%,0.0%,72.58,12.10,59.52
702,ツイツグ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,10.2着,8.0人気,23.8,,,0,0.0%,0.0%,0.0%,71.72,11.95,60.23
703,ジェニュイン,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.6着,8.0人気,29.4,,,0,0.0%,0.0%,0.0%,70.98,11.83,60.86
704,エルセンタウロ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.2着,8.4人気,51.8,,,0,0.0%,0.0%,0.0%,72.46,12.08,59.62
705,"Persian Bold",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.4人気,19.5,,,0,0.0%,0.0%,0.0%,70.86,11.81,60.97
706,"Al Hattab",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.2着,7.6人気,27.5,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
707,メジロアサマ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.0着,5.8人気,16.3,,,0,0.0%,0.0%,0.0%,71.53,11.92,60.40
708,ハイコマンダー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.3着,10.3人気,51.3,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
709,"Pancho Villa",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,8.0人気,145.9,,,0,0.0%,0.0%,0.0%,71.68,11.95,60.27
710,L'Emigrant,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,6.5人気,28.7,,,0,0.0%,0.0%,0.0%,72.98,12.16,59.20
711,"Golden Act",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.8着,5.5人気,37.4,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
712,ロイヤルアカデミー2,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,6.7人気,68.0,,,0,0.0%,0.0%,0.0%,72.40,12.07,59.67
713,リフアーズスペシヤル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,4.3人気,9.3,,,0,0.0%,0.0%,0.0%,70.97,11.83,60.87
714,ボンモー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.0着,10.3人気,53.7,,,0,0.0%,0.0%,0.0%,71.27,11.88,60.62
715,ボールドラツド(USA),  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.0人気,111.0,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
716,ボールドアンドブレーヴ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,12.7人気,70.7,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
717,ビービービー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.0人気,29.3,,,0,0.0%,0.0%,0.0%,71.23,11.87,60.65
718,ハープアイル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,7.3人気,39.0,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
719,ドリームウェル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,11.0着,12.0人気,144.7,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
720,ステユーペンダス,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,7.7人気,34.9,,,0,0.0%,0.0%,0.0%,73.73,12.29,58.59
721,スウェプトオーヴァーボード,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,9.3人気,48.1,,,0,0.0%,0.0%,0.0%,71.97,11.99,60.03
722,カジユン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,13.3人気,115.2,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
