順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
1,サンデーサイレンス, 35- 30- 26-151/242,14.5%,26.9%,37.6%,70,83,78.1,6.4着,5.2人気,25.5,487,223,0,0.0%,12.4%,10.7%,71.05,11.84,60.81
2,サクラバクシンオー, 34- 41- 30-293/398,8.5%,18.8%,26.4%,38,71,64.2,7.4着,6.3人気,36.1,453,272,0,0.0%,10.3%,7.5%,70.67,11.78,61.13
3,フジキセキ, 18- 17- 15-117/167,10.8%,21.0%,29.9%,68,118,100.3,6.8着,6.9人気,47.4,638,395,0,0.0%,10.2%,9.0%,70.79,11.80,61.03
4,タイキシャトル, 13- 13- 14-128/168,7.7%,15.5%,23.8%,46,76,85.4,7.5着,7.6人気,50.1,606,321,0,0.0%,7.7%,8.3%,70.88,11.81,60.95
5,ダンスインザダーク, 12- 13- 12- 86/123,9.8%,20.3%,30.1%,75,131,85.8,6.5着,6.5人気,35.6,771,439,0,0.0%,10.6%,9.8%,71.04,11.84,60.81
6,サクラユタカオー, 10-  3-  5- 25/ 43,23.3%,30.2%,41.9%,296,141,182.5,5.5着,5.8人気,31.8,1274,358,0,0.0%,7.0%,11.6%,71.02,11.84,60.83
7,スウェプトオーヴァーボード, 10-  2-  4- 63/ 79,12.7%,15.2%,20.3%,129,56,158.7,7.7着,7.6人気,48.1,1020,279,0,0.0%,2.5%,5.1%,70.83,11.81,60.99
8,ブライアンズタイム,  9-  7-  5- 67/ 88,10.2%,18.2%,23.9%,66,56,83.7,7.4着,6.3人気,37.3,654,248,0,0.0%,8.0%,5.7%,71.27,11.88,60.61
9,ノーザンテースト,  9-  5-  3- 36/ 53,17.0%,26.4%,32.1%,122,88,117.3,6.7着,6.0人気,25.1,723,276,0,0.0%,9.4%,5.7%,71.46,11.91,60.45
10,スペシャルウィーク,  8- 10-  8- 51/ 77,10.4%,23.4%,33.8%,74,125,79.9,6.5着,6.9人気,39.3,721,373,0,0.0%,13.0%,10.4%,70.89,11.81,60.94
11,フレンチデピュティ,  8-  7- 10- 48/ 73,11.0%,20.5%,34.2%,72,74,76.4,6.3着,5.7人気,36.1,662,226,0,0.0%,9.6%,13.7%,70.76,11.79,61.05
12,ホワイトマズル,  8-  3-  6- 16/ 33,24.2%,33.3%,51.5%,124,118,177.9,5.5着,6.0人気,31.8,512,229,0,0.0%,9.1%,18.2%,70.29,11.71,61.46
13,キングカメハメハ,  8-  2-  5- 43/ 58,13.8%,17.2%,25.9%,84,74,167.6,8.0着,8.6人気,64.4,615,308,0,0.0%,3.4%,8.6%,70.50,11.75,61.28
14,クロフネ,  7-  6-  8- 63/ 84,8.3%,15.5%,25.0%,53,89,76.1,7.1着,6.7人気,36.9,643,356,0,0.0%,7.1%,9.5%,70.82,11.80,61.00
15,マイネルラヴ,  7-  5-  4- 56/ 72,9.7%,16.7%,22.2%,109,89,133.2,7.7着,8.1人気,57.4,1121,404,0,0.0%,6.9%,5.6%,70.93,11.82,60.91
16,コマンダーインチーフ,  7-  4- 10- 92/113,6.2%,9.7%,18.6%,38,63,86.9,7.2着,8.2人気,65.8,629,342,0,0.0%,3.5%,8.8%,71.54,11.92,60.38
17,ウォーニング,  7-  4-  4- 42/ 57,12.3%,19.3%,26.3%,401,158,194.8,7.3着,8.4人気,55.1,3270,602,0,0.0%,7.0%,7.0%,70.98,11.83,60.86
18,アフリート,  7-  3-  6- 54/ 70,10.0%,14.3%,22.9%,57,65,104.5,7.5着,7.3人気,55.6,573,285,0,0.0%,4.3%,8.6%,71.15,11.86,60.72
19,ヘクタープロテクター,  7-  2-  9- 43/ 61,11.5%,14.8%,29.5%,184,87,112.5,6.9着,7.1人気,40.4,1606,297,0,0.0%,3.3%,14.8%,71.47,11.91,60.45
20,ドクターデヴィアス,  7-  1-  2- 10/ 20,35.0%,40.0%,50.0%,199,108,186.5,5.9着,6.5人気,46.8,570,217,0,0.0%,5.0%,10.0%,71.51,11.92,60.41
21,ダイワメジャー,  6-  8-  9- 41/ 64,9.4%,21.9%,35.9%,116,156,96.5,7.4着,7.5人気,40.5,1247,455,0,0.0%,12.5%,14.1%,70.17,11.70,61.56
22,ディープインパクト,  6-  4-  4- 20/ 34,17.6%,29.4%,41.2%,120,99,93.3,6.1着,4.2人気,11.1,683,241,0,0.0%,11.8%,11.8%,69.95,11.66,61.76
23,アドマイヤベガ,  5-  9-  2- 25/ 41,12.2%,34.1%,39.0%,65,108,84.2,5.6着,5.8人気,33.3,538,278,0,0.0%,22.0%,4.9%,70.98,11.83,60.86
24,ファルブラヴ,  5-  5-  2- 38/ 50,10.0%,20.0%,24.0%,73,78,115.2,6.8着,7.2人気,31.4,732,326,0,0.0%,10.0%,4.0%,70.42,11.74,61.35
25,ニホンピロウイナー,  5-  4-  5- 53/ 67,7.5%,13.4%,20.9%,43,54,81.5,6.6着,6.9人気,31.1,580,259,0,0.0%,6.0%,7.5%,71.21,11.87,60.67
26,ジェイドロバリー,  5-  4-  5- 55/ 69,7.2%,13.0%,20.3%,47,42,61.4,7.6着,7.5人気,53.2,652,223,0,0.0%,5.8%,7.2%,71.33,11.89,60.56
27,ロドリゴデトリアーノ,  5-  4-  2- 27/ 38,13.2%,23.7%,28.9%,103,123,119.1,6.4着,5.9人気,29.7,790,425,0,0.0%,10.5%,5.3%,71.18,11.86,60.69
28,アドマイヤムーン,  5-  3-  5- 27/ 40,12.5%,20.0%,32.5%,79,90,86.6,7.1着,7.0人気,49.1,638,279,0,0.0%,7.5%,12.5%,70.46,11.74,61.32
29,スキャン,  5-  2-  9- 69/ 85,5.9%,8.2%,18.8%,27,50,60.1,7.8着,7.3人気,47.1,460,270,0,0.0%,2.4%,10.6%,71.42,11.90,60.49
30,ブラックタイアフェアー,  5-  1-  4- 33/ 43,11.6%,14.0%,23.3%,229,110,161.8,7.5着,8.1人気,69.9,1974,475,0,0.0%,2.3%,9.3%,71.73,11.96,60.22
31,スリルシヨー,  5-  1-  3- 33/ 42,11.9%,14.3%,21.4%,110,42,96.4,8.2着,7.9人気,53.0,926,199,0,0.0%,2.4%,7.1%,71.58,11.93,60.35
32,スターオブコジーン,  5-  1-  1- 30/ 37,13.5%,16.2%,18.9%,161,70,243.2,8.1着,8.7人気,71.6,1198,374,0,0.0%,2.7%,2.7%,71.00,11.83,60.84
33,デヒア,  5-  1-  1- 16/ 23,21.7%,26.1%,30.4%,216,111,175.2,6.6着,7.2人気,52.7,994,428,0,0.0%,4.3%,4.3%,70.89,11.82,60.94
34,コロナドズクエスト,  5-  1-  1- 11/ 18,27.8%,33.3%,38.9%,130,72,120.4,7.2着,4.9人気,18.0,468,186,0,0.0%,5.6%,5.6%,70.83,11.80,60.99
35,テンビー,  5-  1-  0- 31/ 37,13.5%,16.2%,16.2%,101,30,172.3,8.1着,8.6人気,52.6,750,185,0,0.0%,2.7%,0.0%,70.95,11.82,60.89
36,アグネスデジタル,  5-  0-  3- 26/ 34,14.7%,14.7%,23.5%,305,81,169.1,7.4着,7.6人気,60.7,2074,345,0,0.0%,0.0%,8.8%,70.48,11.75,61.29
37,アドマイヤコジーン,  4-  6-  4- 41/ 55,7.3%,18.2%,25.5%,25,116,67.3,7.3着,7.1人気,55.5,350,459,0,0.0%,10.9%,7.3%,70.46,11.74,61.31
38,キングヘイロー,  4-  5-  1- 46/ 56,7.1%,16.1%,17.9%,58,38,59.4,8.2着,7.4人気,63.3,815,214,0,0.0%,8.9%,1.8%,71.03,11.84,60.82
39,タニノギムレット,  4-  4-  4- 46/ 58,6.9%,13.8%,20.7%,45,98,88.6,7.5着,8.0人気,47.6,665,476,0,0.0%,6.9%,6.9%,71.02,11.84,60.83
40,アグネスタキオン,  4-  4-  1- 40/ 49,8.2%,16.3%,18.4%,45,41,80.4,8.0着,7.2人気,48.8,558,227,0,0.0%,8.2%,2.0%,71.19,11.87,60.68
41,マルゼンスキー,  4-  3-  3- 25/ 35,11.4%,20.0%,28.6%,53,45,104.5,6.8着,7.3人気,45.7,470,178,0,0.0%,8.6%,8.6%,71.24,11.87,60.64
42,スニッツェル,  4-  3-  1- 15/ 23,17.4%,30.4%,34.8%,176,85,114.3,5.7着,5.6人気,18.7,1015,245,0,0.0%,13.0%,4.3%,70.37,11.73,61.39
43,ジャングルポケット,  4-  2-  6- 31/ 43,9.3%,14.0%,27.9%,137,144,85.1,7.2着,8.1人気,70.5,1475,519,0,0.0%,4.7%,14.0%,70.56,11.76,61.23
44,ボストンハーバー,  4-  2-  3- 33/ 42,9.5%,14.3%,21.4%,35,62,137.3,8.3着,8.9人気,70.3,375,326,0,0.0%,4.8%,7.1%,70.97,11.83,60.87
45,ムーンバラッド,  4-  2-  1- 18/ 25,16.0%,24.0%,28.0%,178,104,205.7,7.4着,8.2人気,63.0,1112,373,0,0.0%,8.0%,4.0%,71.06,11.84,60.79
46,Nureyev,  4-  2-  1-  9/ 16,25.0%,37.5%,43.8%,607,165,195.0,5.8着,5.9人気,41.4,2430,377,0,0.0%,12.5%,6.3%,71.03,11.84,60.82
47,アレミロード,  4-  1-  1- 10/ 16,25.0%,31.3%,37.5%,240,96,194.8,5.1着,6.4人気,24.2,962,258,0,0.0%,6.3%,6.3%,71.33,11.89,60.56
48,"Invincible Spirit",  4-  1-  0-  2/  7,57.1%,71.4%,71.4%,251,124,221.3,3.1着,3.1人気,5.5,440,174,0,0.0%,14.3%,0.0%,69.61,11.60,62.06
49,トニービン,  3- 10-  5- 42/ 60,5.0%,21.7%,30.0%,38,80,43.3,6.8着,6.1人気,30.6,760,285,0,0.0%,16.7%,8.3%,71.64,11.94,60.30
50,タマモクロス,  3-  9-  7- 56/ 75,4.0%,16.0%,25.3%,6,49,37.1,6.4着,6.7人気,46.1,160,206,0,0.0%,12.0%,9.3%,71.61,11.94,60.33
51,リンドシェーバー,  3-  7-  4- 44/ 58,5.2%,17.2%,24.1%,30,51,50.7,7.2着,7.5人気,46.0,593,211,0,0.0%,12.1%,6.9%,71.06,11.84,60.79
52,エリシオ,  3-  6-  2- 22/ 33,9.1%,27.3%,33.3%,67,84,73.3,7.2着,7.0人気,47.1,740,253,0,0.0%,18.2%,6.1%,70.93,11.82,60.90
53,アンバーシヤダイ,  3-  4-  6- 26/ 39,7.7%,17.9%,33.3%,269,99,77.7,6.2着,7.4人気,70.8,3503,323,0,0.0%,10.3%,15.4%,71.55,11.93,60.37
54,ラツキーソブリン,  3-  4-  2- 13/ 22,13.6%,31.8%,40.9%,124,130,104.9,5.2着,6.4人気,33.0,910,318,0,0.0%,18.2%,9.1%,70.64,11.77,61.16
55,バブルガムフェロー,  3-  3-  4- 42/ 52,5.8%,11.5%,19.2%,26,108,71.4,7.9着,7.9人気,61.2,460,563,0,0.0%,5.8%,7.7%,71.34,11.89,60.55
56,サウスアトランテイツク,  3-  3-  4- 10/ 20,15.0%,30.0%,50.0%,306,187,118.1,5.8着,5.6人気,21.9,2040,375,0,0.0%,15.0%,20.0%,71.19,11.87,60.68
57,サクラチトセオー,  3-  3-  3- 36/ 45,6.7%,13.3%,20.0%,81,97,85.4,6.2着,7.8人気,51.9,1220,489,0,0.0%,6.7%,6.7%,70.98,11.83,60.86
58,サクラプレジデント,  3-  3-  3- 21/ 30,10.0%,20.0%,30.0%,66,76,98.9,6.2着,6.5人気,46.9,663,256,0,0.0%,10.0%,10.0%,70.62,11.77,61.17
59,チーフベアハート,  3-  3-  3- 15/ 24,12.5%,25.0%,37.5%,38,224,106.4,6.2着,7.6人気,74.3,310,674,0,0.0%,12.5%,12.5%,71.06,11.84,60.79
60,"Gone West",  3-  3-  2- 14/ 22,13.6%,27.3%,36.4%,177,71,79.0,5.6着,5.2人気,18.5,1303,196,0,0.0%,13.6%,9.1%,70.58,11.76,61.21
61,シャーディー,  3-  3-  2- 10/ 18,16.7%,33.3%,44.4%,1158,347,159.7,5.7着,6.9人気,56.1,6953,893,0,0.0%,16.7%,11.1%,71.39,11.90,60.51
62,Caerleon,  3-  3-  1- 21/ 28,10.7%,21.4%,25.0%,69,48,54.3,5.9着,4.8人気,17.1,647,194,0,0.0%,10.7%,3.6%,71.06,11.84,60.79
63,トウシヨウボーイ,  3-  3-  0- 19/ 25,12.0%,24.0%,24.0%,45,48,108.4,6.4着,6.6人気,42.2,377,203,0,0.0%,12.0%,0.0%,71.14,11.86,60.73
64,メイショウオウドウ,  3-  3-  0- 12/ 18,16.7%,33.3%,33.3%,142,119,225.1,7.6着,8.4人気,57.7,857,358,0,0.0%,16.7%,0.0%,70.49,11.75,61.29
65,マンハッタンカフェ,  3-  2-  0- 42/ 47,6.4%,10.6%,10.6%,236,52,66.0,8.7着,8.4人気,59.7,3700,492,0,0.0%,4.3%,0.0%,70.35,11.73,61.40
66,リアルシヤダイ,  3-  1-  4- 28/ 36,8.3%,11.1%,22.2%,71,40,64.6,6.0着,5.6人気,26.5,857,210,0,0.0%,2.8%,11.1%,71.78,11.96,60.18
67,パラダイスクリーク,  3-  1-  4- 35/ 43,7.0%,9.3%,18.6%,76,80,106.8,8.1着,8.2人気,64.1,1090,435,0,0.0%,2.3%,9.3%,71.31,11.89,60.58
68,ストーミングホーム,  3-  1-  2- 13/ 19,15.8%,21.1%,31.6%,98,99,117.3,6.2着,5.7人気,31.1,623,315,0,0.0%,5.3%,10.5%,70.65,11.78,61.15
69,ミルジヨージ,  3-  1-  1- 14/ 19,15.8%,21.1%,26.3%,206,59,121.2,6.2着,6.8人気,48.3,1307,226,0,0.0%,5.3%,5.3%,71.37,11.89,60.53
70,ホリスキー,  3-  1-  1- 23/ 28,10.7%,14.3%,17.9%,89,33,161.2,7.6着,8.2人気,72.3,837,232,0,0.0%,3.6%,3.6%,72.21,12.04,59.82
71,マグニテユード,  3-  1-  1-  8/ 13,23.1%,30.8%,38.5%,350,122,293.7,4.9着,8.0人気,66.3,1520,318,0,0.0%,7.7%,7.7%,70.82,11.80,61.00
72,キャロルハウス,  3-  1-  1-  6/ 11,27.3%,36.4%,45.5%,126,114,254.8,5.1着,5.6人気,23.5,463,252,0,0.0%,9.1%,9.1%,71.21,11.87,60.67
73,Danehill,  3-  1-  0-  9/ 13,23.1%,30.8%,30.8%,246,101,235.2,6.7着,6.5人気,27.2,1070,330,0,0.0%,7.7%,0.0%,70.92,11.82,60.92
74,キンググローリアス,  3-  0-  2- 32/ 37,8.1%,8.1%,13.5%,76,37,123.4,8.3着,7.9人気,71.3,947,280,0,0.0%,0.0%,5.4%,72.00,12.00,60.00
75,ロイヤルアカデミー2,  3-  0-  2-  8/ 13,23.1%,23.1%,38.5%,140,91,176.6,5.5着,6.5人気,26.1,607,238,0,0.0%,0.0%,15.4%,70.86,11.81,60.96
76,ニツポーテイオー,  3-  0-  1- 20/ 24,12.5%,12.5%,16.7%,94,35,187.2,6.8着,7.5人気,41.3,757,210,0,0.0%,0.0%,4.2%,71.26,11.88,60.62
77,Tunerup,  3-  0-  0-  1/  4,75.0%,75.0%,75.0%,530,152,347.2,2.3着,2.8人気,6.5,707,203,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
78,シンボリクリスエス,  2-  8-  2- 51/ 63,3.2%,15.9%,19.0%,104,62,39.4,7.8着,7.9人気,57.2,3295,327,0,0.0%,12.7%,3.2%,70.80,11.80,61.02
79,デュランダル,  2-  6-  4- 27/ 39,5.1%,20.5%,30.8%,37,99,58.8,6.8着,7.2人気,35.5,730,352,0,0.0%,15.4%,10.3%,70.76,11.79,61.05
80,グラスワンダー,  2-  6-  2- 43/ 53,3.8%,15.1%,18.9%,338,188,55.1,7.7着,8.6人気,63.1,8970,1000,0,0.0%,11.3%,3.8%,71.09,11.85,60.77
81,メジロライアン,  2-  5-  5- 42/ 54,3.7%,13.0%,22.2%,45,99,39.5,8.0着,7.4人気,47.0,1235,449,0,0.0%,9.3%,9.3%,71.39,11.90,60.52
82,フォーティナイナー,  2-  5-  2- 35/ 44,4.5%,15.9%,20.5%,19,39,43.8,8.3着,7.1人気,38.2,425,191,0,0.0%,11.4%,4.5%,71.13,11.85,60.73
83,キンシャサノキセキ,  2-  5-  0- 20/ 27,7.4%,25.9%,25.9%,37,101,56.5,6.7着,5.8人気,32.7,510,393,0,0.0%,18.5%,0.0%,70.64,11.77,61.16
84,フサイチソニック,  2-  4-  5- 17/ 28,7.1%,21.4%,39.3%,39,111,65.0,5.9着,6.3人気,35.7,550,283,0,0.0%,14.3%,17.9%,71.45,11.91,60.46
85,"Seeking the Gold",  2-  3-  4- 12/ 21,9.5%,23.8%,42.9%,24,79,53.3,6.1着,5.1人気,16.8,260,184,0,0.0%,14.3%,19.0%,70.62,11.77,61.17
86,ワイルドラッシュ,  2-  3-  3- 12/ 20,10.0%,25.0%,40.0%,27,113,78.4,6.6着,6.8人気,29.4,275,284,0,0.0%,15.0%,15.0%,70.87,11.81,60.96
87,オペラハウス,  2-  3-  2- 19/ 26,7.7%,19.2%,26.9%,76,85,96.1,6.8着,7.4人気,69.7,990,316,0,0.0%,11.5%,7.7%,71.31,11.89,60.58
88,ダンシングブレーヴ,  2-  3-  2- 22/ 29,6.9%,17.2%,24.1%,83,142,98.2,7.4着,8.7人気,68.1,1205,589,0,0.0%,10.3%,6.9%,70.79,11.80,61.03
89,ハーツクライ,  2-  3-  2- 25/ 32,6.3%,15.6%,21.9%,56,61,50.5,7.9着,6.4人気,28.5,905,281,0,0.0%,9.4%,6.3%,70.39,11.73,61.37
90,ステイールハート,  2-  3-  2- 11/ 18,11.1%,27.8%,38.9%,42,95,104.9,5.8着,6.4人気,26.4,385,246,0,0.0%,16.7%,11.1%,71.21,11.87,60.67
91,ステイゴールド,  2-  2-  5- 42/ 51,3.9%,7.8%,17.6%,38,78,59.1,8.7着,9.2人気,73.7,980,442,0,0.0%,3.9%,9.8%,70.82,11.80,61.00
92,ルション,  2-  2-  3- 16/ 23,8.7%,17.4%,30.4%,38,69,79.9,7.1着,7.4人気,72.0,445,229,0,0.0%,8.7%,13.0%,71.55,11.92,60.38
93,ゼンノロブロイ,  2-  2-  2- 24/ 30,6.7%,13.3%,20.0%,33,46,68.8,7.7着,7.3人気,37.9,500,276,0,0.0%,6.7%,6.7%,70.09,11.68,61.64
94,イーグルカフェ,  2-  2-  2- 17/ 23,8.7%,17.4%,26.1%,56,83,88.8,7.3着,7.9人気,48.0,645,322,0,0.0%,8.7%,8.7%,70.79,11.80,61.03
95,クリスタルグリツターズ,  2-  2-  2- 20/ 26,7.7%,15.4%,23.1%,25,102,70.7,8.7着,7.8人気,75.1,330,443,0,0.0%,7.7%,7.7%,71.84,11.97,60.13
96,"Exceed And Excel",  2-  2-  2-  0/  6,33.3%,66.7%,100.0%,153,178,150.1,2.0着,1.8人気,5.0,460,178,0,0.0%,33.3%,33.3%,69.72,11.62,61.97
97,ワツスルタツチ,  2-  2-  1- 12/ 17,11.8%,23.5%,29.4%,137,75,110.9,5.7着,5.9人気,25.6,1165,258,0,0.0%,11.8%,5.9%,71.24,11.87,60.64
98,ハギノカムイオー,  2-  2-  1- 11/ 16,12.5%,25.0%,31.3%,78,76,124.2,6.1着,7.0人気,29.9,630,246,0,0.0%,12.5%,6.3%,70.88,11.81,60.95
99,アジュディケーティング,  2-  2-  0- 22/ 26,7.7%,15.4%,15.4%,96,34,105.4,8.7着,9.1人気,71.9,1250,225,0,0.0%,7.7%,0.0%,71.37,11.89,60.53
100,マナード,  2-  2-  0-  4/  8,25.0%,50.0%,50.0%,52,61,132.6,4.9着,4.9人気,25.5,210,122,0,0.0%,25.0%,0.0%,70.21,11.70,61.53
101,プルラリズム,  2-  2-  0-  7/ 11,18.2%,36.4%,36.4%,73,91,144.3,5.5着,6.4人気,24.3,405,252,0,0.0%,18.2%,0.0%,70.81,11.80,61.01
102,"Holy Bull",  2-  2-  0-  1/  5,40.0%,80.0%,80.0%,270,180,199.7,2.6着,2.8人気,6.0,675,225,0,0.0%,40.0%,0.0%,69.88,11.65,61.82
103,トワイニング,  2-  1-  5- 40/ 48,4.2%,6.3%,16.7%,31,68,79.7,8.8着,8.6人気,67.3,745,409,0,0.0%,2.1%,10.4%,71.18,11.86,60.69
104,マーベラスサンデー,  2-  1-  3- 27/ 33,6.1%,9.1%,18.2%,17,25,64.3,7.7着,7.2人気,55.0,295,166,0,0.0%,3.0%,9.1%,71.52,11.92,60.40
105,メンデス,  2-  1-  3- 10/ 16,12.5%,18.8%,37.5%,151,135,86.5,5.7着,7.5人気,33.4,1210,362,0,0.0%,6.3%,18.8%,71.36,11.89,60.54
106,ラシアンボンド,  2-  1-  2- 14/ 19,10.5%,15.8%,26.3%,111,65,110.9,6.6着,7.5人気,70.9,1055,248,0,0.0%,5.3%,10.5%,71.78,11.96,60.18
107,エブロス,  2-  1-  2- 25/ 30,6.7%,10.0%,16.7%,35,113,113.0,8.6着,8.5人気,76.2,530,678,0,0.0%,3.3%,6.7%,71.98,12.00,60.02
108,スピニングワールド,  2-  1-  1- 18/ 22,9.1%,13.6%,18.2%,62,36,118.8,7.6着,7.2人気,32.7,685,202,0,0.0%,4.5%,4.5%,71.12,11.85,60.74
109,スターリングローズ,  2-  1-  1- 15/ 19,10.5%,15.8%,21.1%,126,52,184.9,8.5着,8.9人気,65.9,1200,250,0,0.0%,5.3%,5.3%,70.52,11.75,61.26
110,ウインザーノツト,  2-  1-  0- 13/ 16,12.5%,18.8%,18.8%,118,38,111.1,6.5着,6.5人気,25.0,945,207,0,0.0%,6.3%,0.0%,70.82,11.80,61.00
111,ヤマニンゼファー,  2-  1-  0- 36/ 39,5.1%,7.7%,7.7%,398,156,114.2,9.0着,9.6人気,73.0,7770,2030,0,0.0%,2.6%,0.0%,71.49,11.91,60.43
112,アサティス,  2-  1-  0- 24/ 27,7.4%,11.1%,11.1%,52,15,136.5,8.5着,8.7人気,81.0,715,143,0,0.0%,3.7%,0.0%,73.02,12.17,59.16
113,シービークロス,  2-  1-  0-  5/  8,25.0%,37.5%,37.5%,621,153,401.9,5.1着,6.8人気,31.3,2485,410,0,0.0%,12.5%,0.0%,71.79,11.96,60.18
114,"Giant's Causeway",  2-  1-  0-  3/  6,33.3%,50.0%,50.0%,218,116,244.3,5.5着,5.5人気,13.7,655,233,0,0.0%,16.7%,0.0%,70.00,11.67,61.71
115,Speightstown,  2-  1-  0-  0/  3,66.7%,100.0%,100.0%,270,160,306.5,1.3着,2.7人気,4.8,405,160,0,0.0%,33.3%,0.0%,70.57,11.76,61.22
116,ブラックホーク,  2-  0-  3- 24/ 29,6.9%,6.9%,17.2%,34,23,54.9,7.0着,6.3人気,52.3,505,134,0,0.0%,0.0%,10.3%,71.15,11.86,60.72
117,タヤスツヨシ,  2-  0-  1- 28/ 31,6.5%,6.5%,9.7%,30,15,95.1,8.5着,8.3人気,66.6,475,157,0,0.0%,0.0%,3.2%,71.74,11.96,60.22
118,ブラックタキシード,  2-  0-  1-  9/ 12,16.7%,16.7%,25.0%,162,65,426.2,6.9着,8.5人気,130.5,975,263,0,0.0%,0.0%,8.3%,71.56,11.93,60.37
119,ハービンジャー,  2-  0-  1-  5/  8,25.0%,25.0%,37.5%,162,80,298.3,5.8着,7.0人気,42.6,650,213,0,0.0%,0.0%,12.5%,70.29,11.71,61.46
120,デイカードレム,  2-  0-  1-  1/  4,50.0%,50.0%,75.0%,132,380,226.7,4.3着,4.8人気,20.0,265,507,0,0.0%,0.0%,25.0%,70.73,11.79,61.08
121,Miswaki,  2-  0-  0- 11/ 13,15.4%,15.4%,15.4%,35,19,94.8,6.5着,6.3人気,38.7,230,125,0,0.0%,0.0%,0.0%,71.01,11.83,60.84
122,イブンベイ,  2-  0-  0- 11/ 13,15.4%,15.4%,15.4%,47,23,173.5,5.9着,6.5人気,42.0,310,155,0,0.0%,0.0%,0.0%,71.85,11.97,60.13
123,ダンスホール,  2-  0-  0-  7/  9,22.2%,22.2%,22.2%,340,88,528.3,6.9着,9.0人気,61.8,1530,400,0,0.0%,0.0%,0.0%,71.88,11.98,60.10
124,ベーカバド,  2-  0-  0-  4/  6,33.3%,33.3%,33.3%,150,48,194.3,5.3着,5.7人気,35.0,450,145,0,0.0%,0.0%,0.0%,71.47,11.91,60.45
125,ストームオンザルース,  2-  0-  0-  4/  6,33.3%,33.3%,33.3%,1468,186,816.1,5.8着,7.0人気,50.6,4405,560,0,0.0%,0.0%,0.0%,72.78,12.13,59.35
126,フレンチグローリー,  2-  0-  0-  8/ 10,20.0%,20.0%,20.0%,522,98,213.9,8.0着,8.0人気,54.4,2610,490,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
127,"Silver Hawk",  2-  0-  0-  6/  8,25.0%,25.0%,25.0%,120,46,278.5,7.5着,7.5人気,50.7,480,185,0,0.0%,0.0%,0.0%,71.41,11.90,60.49
128,ナカヤマフェスタ,  2-  0-  0-  3/  5,40.0%,40.0%,40.0%,2954,516,2974.9,8.4着,12.0人気,115.0,7385,1290,0,0.0%,0.0%,0.0%,71.98,12.00,60.02
129,Halo,  2-  0-  0-  1/  3,66.7%,66.7%,66.7%,113,80,163.6,5.0着,5.0人気,42.0,170,120,0,0.0%,0.0%,0.0%,71.33,11.89,60.56
130,"Wild Rush",  2-  0-  0-  0/  2,100.0%,100.0%,100.0%,130,105,126.9,1.0着,1.0人気,1.3,130,105,0,0.0%,0.0%,0.0%,70.45,11.74,61.32
131,"Stutz Blackhawk",  2-  0-  0-  0/  2,100.0%,100.0%,100.0%,215,120,163.7,1.0着,1.0人気,2.2,215,120,0,0.0%,0.0%,0.0%,68.90,11.48,62.70
132,"Dr. Carter",  2-  0-  0-  0/  2,100.0%,100.0%,100.0%,295,130,294.9,1.0着,1.5人気,3.0,295,130,0,0.0%,0.0%,0.0%,69.30,11.55,62.34
133,ラストタイクーン,  1-  7-  4- 29/ 41,2.4%,19.5%,29.3%,138,140,21.6,7.3着,7.3人気,53.3,5660,482,0,0.0%,17.1%,9.8%,71.19,11.87,60.68
134,マヤノトップガン,  1-  5-  3- 37/ 46,2.2%,13.0%,19.6%,3,70,24.4,7.8着,8.0人気,55.1,150,362,0,0.0%,10.9%,6.5%,71.22,11.87,60.66
135,オジジアン,  1-  4-  3- 18/ 26,3.8%,19.2%,30.8%,31,343,60.6,7.5着,9.1人気,73.7,820,1115,0,0.0%,15.4%,11.5%,71.10,11.85,60.76
136,シンボリルドルフ,  1-  4-  3- 14/ 22,4.5%,22.7%,36.4%,11,58,20.8,7.0着,5.9人気,41.5,250,184,0,0.0%,18.2%,13.6%,71.87,11.98,60.11
137,Danzig,  1-  4-  3-  6/ 14,7.1%,35.7%,57.1%,11,91,22.4,4.2着,2.4人気,5.2,160,183,0,0.0%,28.6%,21.4%,70.94,11.82,60.90
138,"Sword Dance",  1-  4-  0-  1/  6,16.7%,83.3%,83.3%,33,128,56.5,3.5着,3.3人気,9.2,200,154,0,0.0%,66.7%,0.0%,70.03,11.67,61.68
139,Unbridled,  1-  3-  3- 10/ 17,5.9%,23.5%,41.2%,15,125,44.5,6.0着,5.8人気,21.7,260,304,0,0.0%,17.6%,17.6%,70.25,11.71,61.50
140,エイシンサンディ,  1-  3-  1- 25/ 30,3.3%,13.3%,16.7%,11,88,56.1,7.8着,8.4人気,56.1,340,530,0,0.0%,10.0%,3.3%,71.14,11.86,60.73
141,モガミ,  1-  3-  1-  9/ 14,7.1%,28.6%,35.7%,13,54,32.4,4.8着,4.1人気,17.7,190,152,0,0.0%,21.4%,7.1%,72.33,12.06,59.73
142,スルーザドラゴン,  1-  3-  1-  5/ 10,10.0%,40.0%,50.0%,27,91,65.2,5.7着,6.1人気,42.2,270,182,0,0.0%,30.0%,10.0%,70.98,11.83,60.86
