順位,種牡馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
554,カリズマティック,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,8.3着,8.8人気,54.2,,,0,0.0%,0.0%,0.0%,71.83,11.97,60.14
555,グランパズドリーム,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,7.0着,6.4人気,33.1,,,0,0.0%,0.0%,0.0%,72.43,12.07,59.65
556,ラツキールーラ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.4人気,62.1,,,0,0.0%,0.0%,0.0%,71.48,11.91,60.44
557,ネヴアーベター,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,4.7着,8.0人気,31.9,,,0,0.0%,0.0%,0.0%,72.37,12.06,59.70
558,アスワン,  0-  0-  0- 27/ 27,0.0%,0.0%,0.0%,0,0,0.0,9.5着,10.0人気,67.1,,,0,0.0%,0.0%,0.0%,71.85,11.98,60.12
559,ナスルエルアラブ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,9.4着,9.7人気,91.0,,,0,0.0%,0.0%,0.0%,74.00,12.33,58.38
560,チチカステナンゴ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,10.1着,8.3人気,38.9,,,0,0.0%,0.0%,0.0%,70.79,11.80,61.03
561,ボールドノースマン,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.7着,8.0人気,30.5,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
562,フェアジャッジメント,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.6人気,57.0,,,0,0.0%,0.0%,0.0%,71.96,11.99,60.03
563,テイエムサンデー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.5着,9.3人気,73.3,,,0,0.0%,0.0%,0.0%,70.83,11.80,61.00
564,"More Than Ready",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,6.8着,5.3人気,16.4,,,0,0.0%,0.0%,0.0%,69.40,11.57,62.25
565,"Boston Harbor",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,5.8着,5.5人気,12.0,,,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
566,バトルライン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,11.7人気,95.6,,,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
567,ゴールドウエイ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.7着,6.0人気,39.9,,,0,0.0%,0.0%,0.0%,73.03,12.17,59.15
568,キヤタオラ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,7.0人気,11.2,,,0,0.0%,0.0%,0.0%,70.65,11.78,61.15
569,"Charge Forward",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,4.5着,7.0人気,32.3,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
570,ビワタケヒデ,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,10.6着,8.3人気,43.4,,,0,0.0%,0.0%,0.0%,70.83,11.80,60.99
571,シアトルダンサー2,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,10.4着,10.7人気,88.8,,,0,0.0%,0.0%,0.0%,72.17,12.03,59.86
572,メジロエドワーズ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.5着,6.2人気,30.5,,,0,0.0%,0.0%,0.0%,73.83,12.31,58.51
573,ムクター,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.7人気,101.0,,,0,0.0%,0.0%,0.0%,73.87,12.31,58.48
574,グリーンマウント,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.8着,8.7人気,62.6,,,0,0.0%,0.0%,0.0%,71.95,11.99,60.04
575,バトルプラン,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.8着,7.2人気,58.1,,,0,0.0%,0.0%,0.0%,71.12,11.85,60.74
576,タイムパラドックス,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.4着,10.2人気,208.0,,,0,0.0%,0.0%,0.0%,71.58,11.93,60.35
577,"Honor Grades",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,9.8着,11.0人気,47.3,,,0,0.0%,0.0%,0.0%,70.62,11.77,61.17
578,"Crusader Sword",  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,11.0着,5.8人気,19.1,,,0,0.0%,0.0%,0.0%,72.04,12.01,59.97
579,トレボロ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.3着,9.5人気,68.9,,,0,0.0%,0.0%,0.0%,73.28,12.21,58.96
580,ダンツシアトル,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,79.1,,,0,0.0%,0.0%,0.0%,71.55,11.93,60.38
581,ウェイオブライト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.8着,9.5人気,80.5,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
582,アブクマポーロ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,12.0人気,105.8,,,0,0.0%,0.0%,0.0%,71.15,11.86,60.72
583,"Mt. Livermore",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.3着,10.3人気,94.7,,,0,0.0%,0.0%,0.0%,70.85,11.81,60.97
584,"Cox's Ridge",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.0着,7.5人気,32.6,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
585,"Colonial Affair",  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.8着,5.0人気,17.5,,,0,0.0%,0.0%,0.0%,70.83,11.80,61.00
586,ラスカルスズカ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,9.0人気,80.6,,,0,0.0%,0.0%,0.0%,71.27,11.88,60.62
587,モガミショーウン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.7着,8.3人気,79.7,,,0,0.0%,0.0%,0.0%,72.13,12.02,59.89
588,メイワパツサー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.3着,7.3人気,41.3,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
589,マンオブビイジヨン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.3着,7.3人気,26.3,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
590,ホクトヘリオス,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,9.7人気,85.1,,,0,0.0%,0.0%,0.0%,71.73,11.96,60.22
591,ナリタタイシン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.3着,12.3人気,93.0,,,0,0.0%,0.0%,0.0%,73.70,12.28,58.62
592,テユデナム,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.3着,7.7人気,43.5,,,0,0.0%,0.0%,0.0%,72.37,12.06,59.70
593,ザグレブ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.0人気,91.5,,,0,0.0%,0.0%,0.0%,73.17,12.19,59.04
594,コインドシルバー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.3人気,95.1,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
595,"Silver Deputy",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.7着,5.0人気,10.2,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
596,"Empire Maker",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.7人気,28.0,,,0,0.0%,0.0%,0.0%,70.33,11.72,61.42
597,"Dixie Union",  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,9.3人気,86.4,,,0,0.0%,0.0%,0.0%,70.67,11.78,61.13
598,ヤマニンセクレ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,9.5人気,129.4,,,0,0.0%,0.0%,0.0%,73.60,12.27,58.70
599,ホクトフラツグ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.0人気,20.5,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
600,ペイザバトラー,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,33.4,,,0,0.0%,0.0%,0.0%,72.75,12.13,59.38
601,ゼネラリゼーシヨン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,4.0人気,13.7,,,0,0.0%,0.0%,0.0%,74.25,12.38,58.18
602,サイドチヤペル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.5人気,40.5,,,0,0.0%,0.0%,0.0%,73.00,12.17,59.18
603,ウインラディウス,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.0人気,46.3,,,0,0.0%,0.0%,0.0%,72.05,12.01,59.96
604,"Tabasco Cat",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,8.5着,8.5人気,75.1,,,0,0.0%,0.0%,0.0%,71.05,11.84,60.80
605,Naevus,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,11.5人気,88.3,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
606,"High Yield",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,7.0人気,20.3,,,0,0.0%,0.0%,0.0%,70.75,11.79,61.06
607,"Dylan Thomas",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,4.0人気,6.9,,,0,0.0%,0.0%,0.0%,69.70,11.62,61.98
608,マイシンザン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,6.9,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
609,ボーザム,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,3.9,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
610,スマートカイザー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,10.0人気,75.1,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
611,サフロンウォルデン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,12.0人気,142.5,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
612,カルラネイチャー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,14.0人気,89.5,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
613,カリブカフェ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,10.0人気,224.3,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
614,オリオンザサンクス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,11.0人気,138.9,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
615,"Ziggy's Boy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,7.8,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
616,Waajib,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,7.8,,,0,0.0%,0.0%,0.0%,69.00,11.50,62.61
617,"Valiant Nature",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,6.0人気,16.7,,,0,0.0%,0.0%,0.0%,70.10,11.68,61.63
618,"Thunder Gulch",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,8.7,,,0,0.0%,0.0%,0.0%,69.90,11.65,61.80
619,"Strawberry Road",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,4.5,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
620,"Proud Citizen",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,6.1,,,0,0.0%,0.0%,0.0%,68.60,11.43,62.97
621,"Lion Heart",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.0人気,10.8,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
622,"French Deputy",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,3.0人気,6.9,,,0,0.0%,0.0%,0.0%,70.30,11.72,61.45
623,"Forest Wildcat",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,5.0人気,10.2,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
624,"Al Nasr",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.0人気,6.6,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
625,アマジックマン,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,8.6着,10.2人気,76.2,,,0,0.0%,0.0%,0.0%,71.31,11.89,60.58
626,ダイタクヘリオス,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,10.5着,9.8人気,57.8,,,0,0.0%,0.0%,0.0%,72.01,12.00,59.99
627,スピードワールド,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,10.4着,11.3人気,85.8,,,0,0.0%,0.0%,0.0%,70.84,11.81,60.98
628,ダイヤモンドショール,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,6.7着,7.1人気,48.8,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
629,マイネルセレクト,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.5着,9.0人気,88.0,,,0,0.0%,0.0%,0.0%,70.78,11.80,61.03
630,"End Sweep",  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,8.2着,6.0人気,33.9,,,0,0.0%,0.0%,0.0%,70.15,11.69,61.58
631,セクレフアスター,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,7.6着,7.4人気,32.4,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
632,パンザー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,5.3着,8.0人気,31.7,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
633,デザートキング,  0-  0-  0- 13/ 13,0.0%,0.0%,0.0%,0,0,0.0,9.2着,10.2人気,111.7,,,0,0.0%,0.0%,0.0%,71.51,11.92,60.41
634,ミラクルアドマイヤ,  0-  0-  0- 11/ 11,0.0%,0.0%,0.0%,0,0,0.0,9.1着,9.2人気,129.6,,,0,0.0%,0.0%,0.0%,72.59,12.10,59.51
635,Machiavellian,  0-  0-  0-  9/  9,0.0%,0.0%,0.0%,0,0,0.0,9.8着,8.4人気,42.2,,,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
636,ローレルゲレイロ,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,9.1着,10.6人気,78.8,,,0,0.0%,0.0%,0.0%,70.99,11.83,60.86
637,Capote,  0-  0-  0-  8/  8,0.0%,0.0%,0.0%,0,0,0.0,10.4着,8.3人気,61.4,,,0,0.0%,0.0%,0.0%,71.38,11.90,60.53
638,ライブリーワン,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,12.3着,12.6人気,126.3,,,0,0.0%,0.0%,0.0%,72.11,12.02,59.90
639,パントレセレブル,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,7.8着,5.8人気,22.5,,,0,0.0%,0.0%,0.0%,70.93,11.82,60.90
640,パイロ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.7着,10.2人気,91.6,,,0,0.0%,0.0%,0.0%,71.57,11.93,60.36
641,オレハマッテルゼ,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,9.8着,7.3人気,69.5,,,0,0.0%,0.0%,0.0%,70.87,11.81,60.96
642,ジヤツジアンジエルーチ,  0-  0-  0-  5/  5,0.0%,0.0%,0.0%,0,0,0.0,8.4着,9.4人気,90.0,,,0,0.0%,0.0%,0.0%,71.76,11.96,60.20
643,ミルサイド,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.3人気,22.7,,,0,0.0%,0.0%,0.0%,72.90,12.15,59.26
644,ホスピタリテイ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.0着,6.5人気,27.6,,,0,0.0%,0.0%,0.0%,71.75,11.96,60.21
645,ビワハヤヒデ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.5着,8.0人気,41.1,,,0,0.0%,0.0%,0.0%,71.85,11.98,60.13
646,ナリタハヤブサ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,10.0着,13.5人気,154.1,,,0,0.0%,0.0%,0.0%,70.45,11.74,61.32
647,ナイスダンサー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,7.0着,8.5人気,64.7,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
648,トウシヨウサミツト,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,8.0着,7.0人気,21.8,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
649,スリリングサンデー,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.8着,11.3人気,134.0,,,0,0.0%,0.0%,0.0%,72.60,12.10,59.50
650,グランドオペラ,  0-  0-  0-  4/  4,0.0%,0.0%,0.0%,0,0,0.0,9.5着,13.5人気,188.6,,,0,0.0%,0.0%,0.0%,71.43,11.90,60.48
651,ミルコウジ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,9.3人気,91.2,,,0,0.0%,0.0%,0.0%,72.43,12.07,59.64
652,ホープフリーオン,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,10.3人気,38.4,,,0,0.0%,0.0%,0.0%,71.07,11.84,60.79
653,フラツシユオブステイール,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,9.7人気,71.0,,,0,0.0%,0.0%,0.0%,73.20,12.20,59.02
654,ニホンピロニール,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.0着,8.7人気,61.8,,,0,0.0%,0.0%,0.0%,69.67,11.61,62.01
655,デザートストーリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.3着,7.3人気,25.9,,,0,0.0%,0.0%,0.0%,71.73,11.96,60.22
656,デイヴイツズバード,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,7.0着,4.7人気,15.4,,,0,0.0%,0.0%,0.0%,71.17,11.86,60.70
657,サクラローレル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,12.0人気,72.0,,,0,0.0%,0.0%,0.0%,71.07,11.84,60.79
658,サクラテルノオー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,9.7着,11.3人気,124.8,,,0,0.0%,0.0%,0.0%,71.23,11.87,60.65
659,コンデュイット,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,8.3人気,61.2,,,0,0.0%,0.0%,0.0%,70.00,11.67,61.71
660,キヨヒダカ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,9.3人気,57.5,,,0,0.0%,0.0%,0.0%,73.80,12.30,58.54
661,カネヒキリ,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,6.7着,8.7人気,67.1,,,0,0.0%,0.0%,0.0%,71.40,11.90,60.50
662,ウィナーズサークル,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.7着,9.0人気,53.6,,,0,0.0%,0.0%,0.0%,71.67,11.94,60.28
663,アンシストリー,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,8.0着,10.3人気,201.7,,,0,0.0%,0.0%,0.0%,72.43,12.07,59.64
664,Boundary,  0-  0-  0-  3/  3,0.0%,0.0%,0.0%,0,0,0.0,10.0着,11.7人気,132.7,,,0,0.0%,0.0%,0.0%,71.20,11.87,60.67
665,ヘニーヒューズ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,6.0人気,42.5,,,0,0.0%,0.0%,0.0%,72.75,12.13,59.38
666,ヒシマサル,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,7.5人気,60.1,,,0,0.0%,0.0%,0.0%,71.70,11.95,60.25
667,バトルイニシャチブ,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,11.5人気,192.9,,,0,0.0%,0.0%,0.0%,71.45,11.91,60.46
668,エアシャカール,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,11.5人気,60.3,,,0,0.0%,0.0%,0.0%,71.30,11.88,60.59
669,アドマイヤドン,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,7.5着,5.5人気,29.1,,,0,0.0%,0.0%,0.0%,72.00,12.00,60.00
670,"War Emblem",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,5.5着,6.0人気,14.2,,,0,0.0%,0.0%,0.0%,69.65,11.61,62.02
671,"Stop the Music",  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.0着,10.0人気,130.1,,,0,0.0%,0.0%,0.0%,71.25,11.88,60.63
672,Mozart,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,6.5着,6.0人気,20.8,,,0,0.0%,0.0%,0.0%,70.05,11.68,61.67
673,Manduro,  0-  0-  0-  2/  2,0.0%,0.0%,0.0%,0,0,0.0,9.5着,12.0人気,65.0,,,0,0.0%,0.0%,0.0%,69.65,11.61,62.02
674,レイクコモ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,42.5,,,0,0.0%,0.0%,0.0%,70.60,11.77,61.19
675,ラインゴールド,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,21.4,,,0,0.0%,0.0%,0.0%,74.80,12.47,57.75
676,メジロブライト,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,8.0人気,22.0,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
677,フイデイオン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,5.2,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
678,ピユウターグレイ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,57.1,,,0,0.0%,0.0%,0.0%,70.40,11.73,61.36
679,トーセンモナーク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,50.7,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
680,ダイナミツクリーダー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,8.3,,,0,0.0%,0.0%,0.0%,69.60,11.60,62.07
681,ダイナマイトダディ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,2.0人気,2.7,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
682,ダイコーター,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,9.0人気,36.8,,,0,0.0%,0.0%,0.0%,70.70,11.78,61.10
683,ダージー,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,9.6,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
684,ストローズクリーク,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,63.8,,,0,0.0%,0.0%,0.0%,70.90,11.82,60.93
685,ゴールデンゼウス,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,6.0人気,13.9,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
686,キモンノカシワ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,7.6,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
687,オルフェーヴル,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,2.0人気,4.4,,,0,0.0%,0.0%,0.0%,72.70,12.12,59.42
688,アドマイヤジュピタ,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,11.0人気,88.1,,,0,0.0%,0.0%,0.0%,72.10,12.02,59.92
689,アスコツトセブン,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,5.0人気,19.9,,,0,0.0%,0.0%,0.0%,74.70,12.45,57.83
690,"Skip Away",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,10.5,,,0,0.0%,0.0%,0.0%,71.00,11.83,60.85
691,Keen,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,1.0人気,1.9,,,0,0.0%,0.0%,0.0%,70.50,11.75,61.28
692,"Jolie's Halo",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,4.0人気,8.3,,,0,0.0%,0.0%,0.0%,69.20,11.53,62.43
693,Hernando,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,13.0人気,112.1,,,0,0.0%,0.0%,0.0%,71.60,11.93,60.34
694,"Distant View",  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,3.0人気,5.7,,,0,0.0%,0.0%,0.0%,71.10,11.85,60.76
695,Belgravia,  0-  0-  0-  1/  1,0.0%,0.0%,0.0%,0,0,0.0,5.0着,7.0人気,14.0,,,0,0.0%,0.0%,0.0%,69.10,11.52,62.52
696,ジェネラス,  0-  0-  0- 11/ 11,0.0%,0.0%,0.0%,0,0,0.0,10.5着,12.0人気,187.2,,,0,0.0%,0.0%,0.0%,72.14,12.02,59.89
697,メリーナイス,  0-  0-  0- 10/ 10,0.0%,0.0%,0.0%,0,0,0.0,9.9着,9.4人気,83.8,,,0,0.0%,0.0%,0.0%,72.31,12.05,59.74
698,ステートリードン,  0-  0-  0-  7/  7,0.0%,0.0%,0.0%,0,0,0.0,10.1着,9.1人気,77.3,,,0,0.0%,0.0%,0.0%,72.30,12.05,59.75
699,ターゴワイス,  0-  0-  0-  6/  6,0.0%,0.0%,0.0%,0,0,0.0,10.7着,6.8人気,39.4,,,0,0.0%,0.0%,0.0%,71.80,11.97,60.17
