RAA20120216201202154719030860000如月賞（中央交流）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          如月賞（中央交流）　如月賞（中央如月賞0000E 120002000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000370000000930000003700000023000000150000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,10,4,1,7,6,2,5,9,8                                                  203,10,4,7,1,6,2,9,5,8                                                  303,10,7,4,6,1,2,9,8,5                                                  403,10,4,1,7,6,2,8,9,5                                                  0
RAA20120215201202144719020950000バレンタイン特別　Ｂ３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          バレンタイン特別　Ｂバレンタインバレン0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000200000000400000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,8,7,3,10,1,4,2,5,9                                                  206,8,7,3,10,1,4,2,5,9                                                  306,8,7,10,5,4,3,1,2,9                                                  408,6,1,10,3,5,4,7,2,9                                                  0
RAA20120216201202154719031060000日本ベンダーネット杯　Ｃ１４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     日本ベンダーネット杯日本ベンダー日本ベ0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000140000000280000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,4,10,7,3,1,6,5                                                  202,8,9,4,10,7,3,6,1,5                                                  302,8,9,4,7,1,10,6,3,5                                                  402,8,9,7,4,1,3,10,6,5                                                  0
RAA20120228201202274720010840000サラ系Ｃ２７組　Ｃ２７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２７組　Ｃ２サラ系Ｃ２７サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108,9,2,6,1,3,7,4,5                                                     208,9,2,6,3,1,7,4,5                                                     308,9,2,6,3,1,7,4,5                                                     409,8,2,6,3,1,7,4,5                                                     0
RAA20120228201202274720010940000サラ系Ｃ２６組牝馬　Ｃ２６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２６組牝馬　サラ系Ｃ２６サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,9,2,3,1,4,7,5,8                                                     206,9,2,1,3,4,7,5,8                                                     306,9,2,1,3,7,4,5,8                                                     401,9,6,2,3,7,5,4,8                                                     0
RAA20120229201202284720020950000マックル賞　Ｃ２０　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     マックル賞　Ｃ２０　マックル賞　マック0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,9,4,7,1,6,10,2,8,5                                                  203,4,9,7,1,6,10,2,8,5                                                  303,9,4,1,7,6,10,2,8,5                                                  403,4,9,1,8,7,6,10,2,5                                                  0
RAA20120217201202164719040870000サラ系Ｃ６組　Ｃ６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ６組　Ｃ６　サラ系Ｃ６組サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,5,10,7,2,8,9,4,3,6                                                  201,5,10,9,2,7,8,4,3,6                                                  301,5,10,9,2,7,8,4,3,6                                                  405,1,9,10,2,7,4,8,6,3                                                  0
RAA20120229201202284720020550000梅酒のぱかぱか杯　Ｃ２４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     梅酒のぱかぱか杯　Ｃ梅酒のぱかぱ梅酒の0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,5,1,6,4,7,2,8,9,10                                                  203,5,6,1,4,7,2,8,9,10                                                  303,5,7,1,6,4,2,8,9,10                                                  403,5,7,1,4,2,6,8,9,10                                                  0
RAA20120301201202294720030160000サラ系３歳３組　３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD                                                                                                                                                                                                                                                                                                                                                          サラ系３歳３組　３　サラ系３歳３サラ系0000  120000000000000000000サラ系３歳　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000180000000360000001800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707072040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,4,7,2,6,5,3                                                         201,4,7,2,6,5,3                                                         301,4,7,5,2,6,3                                                         401,4,5,7,6,3,2                                                         0
RAA20120301201202294720030260000サラ系Ｃ７組　Ｃ７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ７組　Ｃ７　サラ系Ｃ７組サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    00001300000002600000013000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101020400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010,8,6,9,7,1,3,5,4,2                                                  2010,8,7,6,9,1,4,5,3,2                                                  301,10,8,7,4,6,3,9,2,5                                                  401,4,3,10,9,7,8,5,2,6                                                  0
RAA20120214201202134719010740000サラ系Ｃ３０組　Ｃ３０　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ３０組　Ｃ３サラ系Ｃ３０サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,6,7,5,10,4,8,1,2,9                                                  203,6,7,5,10,4,8,1,2,9                                                  303,6,7,10,4,5,8,1,2,9                                                  403,6,7,10,5,4,8,1,2,9                                                  0
RAA20120228201202274720010640000サラ系Ｃ２９組　Ｃ２９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２９組　Ｃ２サラ系Ｃ２９サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106,2,3,5,1,8,9,7,4                                                     206,2,1,3,8,5,4,9,7                                                     305,6,2,3,8,4,1,9,7                                                     406,5,2,8,3,4,9,1,7                                                     0
RAA20120216201202154719030560000ポコ造ありがとう記念　Ｃ１１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     ポコ造ありがとう記念ポコ造ありがポコ造0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,7,1,8,3,10,4,5,9                                                  202,6,7,1,8,3,10,4,5,9                                                  306,2,8,3,1,10,5,4,7,9                                                  406,3,8,2,1,4,10,5,9,7                                                  0
RAA20120214201202134719010440000北川夏子さん誕生日記念　Ｃ３２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     北川夏子さん誕生日記北川夏子さん北川夏0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101,7,8,9,5,10,2,3,4,6                                                  201,7,8,5,9,10,3,2,4,6                                                  301,7,8,9,10,3,5,2,4,6                                                  408,1,9,10,3,5,7,2,4,6                                                  0
RAA20120215201202144719020750000サラ系Ｃ２３組牝馬　Ｃ２３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２３組牝馬　サラ系Ｃ２３サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,10,3,6,9,4,7,5,1,8                                                  202,10,3,6,9,4,7,5,1,8                                                  302,10,9,6,4,3,1,7,5,8                                                  4010,1,2,4,9,6,5,7,3,8                                                  0
RAA20120218201202174719050980000ゴールドジュニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　GOLD JUNIOR                                                                                                                                                                                                                                                                                                                                                             ゴールドジュニア　　ゴールドジュゴール0000D 120002000000000000000サラ系３歳　ＯＰ　　　　　　　　　　　　　　　　　　　　　　160000002400    0001800000004500000019800000108000000540000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,4,7,1,9,8,5,10,3,6                                                  202,4,7,1,9,8,5,10,6,3                                                  302,7,4,9,10,1,6,8,5,3                                                  402,7,6,10,9,4,3,1,8,5                                                  0
RAA20120228201202274720010340000サラ系Ｃ３１組　Ｃ３１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ３１組　Ｃ３サラ系Ｃ３１サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,1,4,3,9,7,6,5                                                     202,8,1,4,3,9,5,6,7                                                     302,8,1,4,3,9,7,5,6                                                     402,1,8,4,3,9,5,6,7                                                     0
RAA20120218201202174719051080000寒椿特別　Ｃ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          寒椿特別　Ｃ１　　　寒椿特別　Ｃ寒椿特0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　160000002400    0000190000000380000001900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,10,9,4,8,1,6,7,3,2                                                  205,10,9,4,8,1,6,7,3,2                                                  305,10,8,4,9,1,7,3,6,2                                                  405,10,4,8,9,1,7,3,6,2                                                  0
RAA20120228201202274720011040000Ｂ級Ｃｈ　Ｂ１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　TOKUBETSU(THREE-YEAR-OLD & UP)                                                                                                                                                                                                                                                                                                                                          Ｂ級Ｃｈ　Ｂ１　　　Ｂ級Ｃｈ　ＢＢ級Ｃ0000E 000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　180000002400    0000300000000600000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,4,2,9,6,8,7,1,5                                                     203,4,2,9,6,8,7,1,5                                                     303,2,4,9,7,8,6,1,5                                                     402,3,9,7,8,6,4,1,5                                                     0
RAA20120301201202294720030560000サラ系Ｂ４組　Ｂ４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｂ４組　Ｂ４　サラ系Ｂ４組サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000140000000280000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,6,8,1,4,10,7,3,5,9                                                  202,6,8,1,4,10,7,3,5,9                                                  302,6,8,1,4,3,10,7,9,5                                                  402,8,1,6,4,7,3,10,9,5                                                  0
RAA20120216201202154719030360000サラ系Ｃ１６組　Ｃ１６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ１６組　Ｃ１サラ系Ｃ１６サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010102040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,7,8,6,9,10,4,5,2,1                                                  203,7,6,8,9,4,10,2,5,1                                                  303,6,8,9,7,4,10,2,5,1                                                  403,6,9,8,7,4,2,10,1,5                                                  0
RAA20120215201202144719020450000サラ系Ｃ２６組　Ｃ２６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     サラ系Ｃ２６組　Ｃ２サラ系Ｃ２６サラ系0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010103020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105,9,8,3,6,7,1,2,4,10                                                  205,9,8,3,6,7,1,2,4,10                                                  305,9,8,3,6,1,7,2,4,10                                                  405,9,8,1,6,3,7,2,4,10                                                  0
RAA20120229201202284720020450000一寿・奈緒美結婚記念　Ｃ２５　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　THREE-YEAR-OLD & UP                                                                                                                                                                                                                                                                                                                                                     一寿・奈緒美結婚記念一寿・奈緒美一寿・0000  000000000000000000000サラ系一般　　　　　　　　　　　　　　　　　　　　　　　　　140000002400    0000130000000260000001300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000909091010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,8,9,3,1,5,6,7,4                                                     202,8,9,3,1,5,6,7,4                                                     305,2,8,1,9,3,6,7,4                                                     405,1,2,3,8,9,6,7,4                                                     0
